FILM;ID ACTEUR;PERSONNAGE;
tt2364582;nm0163988;Phil Coulson;
tt2364582;nm1831496;Deke Shaw;
tt2364582;nm1597316;Bobbi Morse;
tt2364582;nm4464857;Jemma Simmons;
tt2364582;nm1446779;Lincoln Campbell;
tt2364582;nm0005431;Alphonso 'Mack' Mackenzie;
tt2364582;nm4032297;Daisy 'Skye' Johnson;
tt2364582;nm2471273;Agent Davis;
tt1843866;nm0498278;Smithsonian Guard;
tt1843866;nm0924502;Councilman Singh;
tt1843866;nm1130627;Maria Hill;
tt1843866;nm0429363;Dr. Arnim Zola;
tt1843866;nm0000168;Nick Fury;
tt1843866;nm0380073;Jasper Sitwell;
tt1843866;nm0612534;Jack Rollins;
tt1843866;nm0424060;Natasha Romanoff;
tt1843866;nm0197638;Councilman Rockwell;
tt1843866;nm0000602;Alexander Pierce;
tt1843866;nm1659221;Bucky Barnes;
tt1843866;nm0342029;Brock Rumlow;
tt1843866;nm0885840;Kate;
tt1843866;nm2017943;Peggy Carter;
tt1843866;nm1107001;Sam Wilson;
tt1843866;nm0262635;Steve Rogers;
tt1843866;nm0000256;Councilwoman Hawley;
tt1843866;nm1977856;Councilman Yen;
tt0320037;nm1412969;Self;
tt0320037;nm2943092;Self;
tt0320037;nm0068338;Self - Guest;
tt0320037;nm0000354;Self - Guest;
tt0320037;nm3312780;Corey The Chewbacca Guy;
tt0320037;nm0026364;Self - Guest;
tt0320037;nm2281865;Self;
tt0320037;nm0453994;Self - Host;
tt0320037;nm2432010;Self - Announcer;
tt0320037;nm1817943;Alexa VO;
tt0320037;nm0004980;Self - Guest;
tt0320037;nm7233717;Themselves - House Band;
tt0320037;nm0057113;Self - Announcer;
tt0320037;nm0004805;Self;
tt0320037;nm1309872;Self - Musical Director;
tt0320037;nm0004979;Self;
tt0320037;nm0406237;Self;
tt0320037;nm7868231;Self - Announcer;
tt1234721;nm0000383;Liz Kline;
tt1234721;nm0305083;Jae Kim;
tt1234721;nm0308538;Antoine Vallon;
tt1234721;nm0000474;Raymond Sellars;
tt1234721;nm0000168;Pat Novak;
tt1234721;nm4698690;Kelly;
tt1234721;nm3198709;David Murphy;
tt1234721;nm1172478;Alex Murphy;
tt1234721;nm0931324;Jack Lewis;
tt1234721;nm0180411;Clara Murphy;
tt1234721;nm0000198;Dr. Dennett Norton;
tt1234721;nm0172220;Andre Daniels;
tt1234721;nm0881703;Mayor Durant;
tt1234721;nm0440511;John Lake;
tt1234721;nm0340260;Senator Hubert Dreyfus;
tt1234721;nm0355097;Rick Mattox;
tt1234721;nm0059431;Tom Pope;
tt1234721;nm0001399;Chief Karen Dean;
tt2304953;nm0000168;Clinton Davis;
tt2304953;nm1172442;Rachel Brockden;
tt2304953;nm0107531;DA Jones;
tt2304953;nm0622442;Officer Travis;
tt2304953;nm0522979;Judge G. Mckenna;
tt2304953;nm0711943;Coroner;
tt2304953;nm1042518;Frank;
tt2304953;nm0005349;Det. Blake Kanon;
tt2304953;nm1969106;Terry Roberts;
tt2304953;nm1307094;Desk Sargeant;
tt2304953;nm2453075;Cecil Akerman;
tt2304953;nm1002641;Mitch Brockden;
tt2304953;nm6231024;Reporter #2;
tt2304953;nm1779181;Secretary;
tt2304953;nm0730455;Jimmy Logan;
tt2304953;nm2411968;Dr. Brown;
tt2304953;nm1371284;Reporter #1 (Jeff Franklin);
tt2304953;nm1792091;Stuart Wilson;
tt1321511;nm0710447;Dr. Tom Melby;
tt1321511;nm1785339;Browning;
tt1321511;nm0000168;Chaney;
tt1321511;nm0692466;Bernie Sharkey;
tt1321511;nm1924196;Stephanie Lee;
tt1321511;nm0647634;Marie Sebastian;
tt1321511;nm1663205;Adrian;
tt1321511;nm0256599;Edwina Burke;
tt1321511;nm3799669;Donna Hawthorne;
tt1321511;nm0408284;Chucky;
tt1321511;nm0143295;James Prestley;
tt1321511;nm0714698;Daniel Newcombe;
tt1321511;nm2234564;Capri;
tt1321511;nm0000982;Joe Doucett;
tt1321511;nm3069619;Arthur Pryce;
tt1321511;nm0497046;Bellhop;
tt1321511;nm0634393;Cortez;
tt1321511;nm2962353;Haeng-Bok;
tt1860353;nm0352778;Guy Gagné;
tt1860353;nm3110239;Danny;
tt1860353;nm0004707;Dos Bros Customer;
tt1860353;nm0000168;Whiplash;
tt1860353;nm0748973;Burn;
tt1860353;nm2355635;Skidmark;
tt1860353;nm0316079;Chet;
tt1860353;nm1220133;White Shadow;
tt1860353;nm0421822;Kim Ly;
tt1860353;nm3112957;VIP;
tt1860353;nm0671567;Tito;
tt1860353;nm0420955;Bobby;
tt1860353;nm4089510;Bike Boy;
tt1860353;nm0735442;Paz;
tt1860353;nm0005351;Turbo;
tt1860353;nm0004879;Smoove Move;
tt1860353;nm1788608;Network Reporter;
tt1860353;nm0350079;Angelo;
tt1853728;nm0000467;Big Daddy;
tt1853728;nm2931166;Big Fred;
tt1853728;nm0004937;Django;
tt1853728;nm0913488;Broomhilda von Shaft;
tt1853728;nm0000168;Stephen;
tt1853728;nm0285047;Big Fred's Opponent;
tt1853728;nm1017951;D'Artagnan;
tt1853728;nm0001664;Butch Pooch;
tt1853728;nm0324658;Billy Crash;
tt1853728;nm0824741;Mr. Stonesipher;
tt1853728;nm4134721;Betina;
tt1853728;nm0000138;Calvin Candie;
tt1853728;nm4158239;Cora;
tt1853728;nm0745353;Rodney;
tt1853728;nm0160550;Leonide Moguy;
tt1853728;nm0147312;Lara Lee Candie-Fitzwilly;
tt1853728;nm0910607;Dr. King Schultz;
tt1853728;nm0732945;Sheba;
tt2421374;nm5285779;Susie;
tt2421374;nm5299895;Older Sister;
tt2421374;nm4352745;Older Brother;
tt2421374;nm0000168;Samuel L. Jackson;
tt2421374;nm0797374;Grandma;
tt2421374;nm0650347;Grandpa;
tt2421374;nm5302687;Mom;
tt2421374;nm0652555;Dad;
tt2421374;nm4592297;Best Friend;
tt1488181;nm1780029;Gossip Bird #2;
tt1488181;nm0000168;Tendai;
tt1488181;nm0191906;Budzo;
tt1488181;nm0789479;Morton;
tt1488181;nm1715275;Pavi;
tt1488181;nm0001290;Cecil;
tt1488181;nm0836836;Kai;
tt1488181;nm0000156;Ajax;
tt1488181;nm0123553;Neville;
tt1488181;nm0507338;Gogo;
tt1488181;nm0594301;Ezee;
tt1488181;nm0000559;Sekhuru;
tt1488181;nm1040208;Tini;
tt1488181;nm0482851;Announcer Bird;
tt1488181;nm1261587;Gossip Bird #1;
tt1488181;nm0534134;Neville's Wife;
tt1488181;nm1113550;Zoe;
tt1488181;nm0746989;Mushana;
tt0848228;nm1130627;Agent Maria Hill;
tt0848228;nm1165110;Thor;
tt0848228;nm0071416;NASA Scientist;
tt0848228;nm0000168;Nick Fury;
tt0848228;nm0004178;Tall Thug;
tt0848228;nm0424060;Natasha Romanoff;
tt0848228;nm5011531;Weaselly Thug;
tt0848228;nm0219206;The Other;
tt0848228;nm0749263;Bruce Banner;
tt0848228;nm0804592;Georgi Luchkov;
tt0848228;nm0163988;Agent Phil Coulson;
tt0848228;nm0719637;Clint Barton;
tt0848228;nm0000375;Tony Stark;
tt0848228;nm1089991;Loki;
tt0848228;nm0001745;Selvig;
tt0848228;nm0262635;Steve Rogers;
tt0848228;nm0079273;Jarvis;
tt0848228;nm0000569;Pepper Potts;
tt1810697;nm4347151;Sam Felton;
tt1810697;nm0000168;Richie;
tt1810697;nm4292720;Little Girl with Dog;
tt1810697;nm0258342;Redneck Trucker;
tt1810697;nm2619114;Scooter;
tt1810697;nm0005561;John Felton;
tt1810697;nm0514228;Tammy Strate;
tt1810697;nm0730888;Peter the Pool Guy;
tt1810697;nm1544655;Trevor;
tt1810697;nm4543562;John Felton Jr.;
tt1810697;nm0359747;Bartender;
tt1810697;nm4617191;Suburban Cop #1;
tt1810697;nm0002901;Frank;
tt1810697;nm1139632;Latisha Rogers;
tt1810697;nm0662669;Rhonda;
tt1810697;nm5226597;Gas Station Attendant;
tt1810697;nm0004753;Joanie Felton;
tt1810697;nm1940953;Charlene;
tt1867093;nm0186950;Construction Foreman;
tt1867093;nm0601210;Walker;
tt1867093;nm3614680;Mike (Gretchen's Son);
tt1867093;nm1053906;Construction Worker;
tt1867093;nm0000168;Foley;
tt1867093;nm0122789;Gretchen;
tt1867093;nm0000679;Helena;
tt1867093;nm0929489;Xavier;
tt1867093;nm0564805;Deacon;
tt1867093;nm1353738;Vernon Hicks;
tt1867093;nm1550948;Iris;
tt1867093;nm3295527;Dean (Gretchen's Son);
tt1867093;nm0012586;Miro;
tt1867093;nm0456186;Ethan;
tt1867093;nm0004743;Bartender Bill;
tt1867093;nm0690803;Jake;
tt1867093;nm2324380;Mike (Gretchen's Husband);
tt1867093;nm0495683;Celia;
tt1117581;nm3494378;Kaneko;
tt1117581;nm0279562;Josh;
tt1117581;nm2125788;Craig;
tt1117581;nm0000168;Logan;
tt1117581;nm2344768;Samantha;
tt1117581;nm2071646;Kawaii;
tt1117581;nm0196654;Taiga;
tt1117581;nm0001664;Agent McCarty;
tt1117581;nm0575216;Brutus Jackson;
tt1117581;nm0582257;Kaden;
tt1117581;nm3053529;Ashley;
tt1117581;nm1553725;David Lord;
tt1117581;nm2316016;Milla;
tt1117581;nm0191622;Mayhem;
tt1117581;nm1706076;Rick;
tt1117581;nm1560081;Ripper;
tt1117581;nm2400045;Lori;
tt1117581;nm3824607;Drunk Frat Boy;
tt0458339;nm0723198;Jacques Dernier;
tt0458339;nm0429363;Dr. Arnim Zola;
tt0458339;nm0000168;Nick Fury;
tt0458339;nm0270625;James Montgomery Falsworth;
tt0458339;nm0035514;Heinz Kruger;
tt0458339;nm0104787;Senator Brandt;
tt0458339;nm0568180;Timothy 'Dum Dum' Dugan;
tt0458339;nm0001804;Dr. Abraham Erskine;
tt0458339;nm1035682;Gabe Jones;
tt0458339;nm0915989;Johann Schmidt;
tt0458339;nm1659221;James Buchanan 'Bucky' Barnes;
tt0458339;nm1002641;Howard Stark;
tt0458339;nm1453396;Brandt's Aide;
tt0458339;nm2017943;Peggy Carter;
tt0458339;nm0795345;Gilmore Hodge;
tt0458339;nm0262635;Captain America;
tt0458339;nm0000169;Colonel Chester Phillips;
tt0458339;nm0158846;Jim Morita;
tt0800369;nm0272173;King Laufey;
tt0800369;nm1165110;Thor;
tt0800369;nm1526352;Sif;
tt0800369;nm0252961;Heimdall;
tt0800369;nm0000623;Frigga;
tt0800369;nm0380073;Agent Sitwell;
tt0800369;nm0000204;Jane Foster;
tt0800369;nm0000164;Odin;
tt0800369;nm0038355;Hogun;
tt0800369;nm0993507;Darcy Lewis;
tt0800369;nm2796047;Fandral;
tt0800369;nm0163988;Agent Coulson;
tt0800369;nm0056770;Isabela Alvarez;
tt0800369;nm1089991;Loki;
tt0800369;nm0001745;Erik Selvig;
tt0800369;nm0829032;Volstagg;
tt0800369;nm0149150;Frost Giant Captain;
tt0800369;nm2113117;Frost Giant Sentry;
tt1612560;nm0000168;Mace Windu;
tt1612560;nm0437454;Yoda;
tt1612560;nm0048389;Captain Rex;
tt1612560;nm0003214;General Grievous;
tt1612560;nm0852517;Obi Wan Kenobi;
tt1612560;nm0123553;Count Dooku;
tt1612560;nm0237065;Ahsoka Tano;
tt1612560;nm4981516;Jedi;
tt1612560;nm1103468;Anakin Skywalker;
tt1612560;nm0004198;EV-A4-D;
tt1612560;nm0444786;Nute Gunray;
tt1612560;nm1782667;Anakin Skywalker;
tt1612560;nm0482851;Kit Fisto;
tt1612560;nm0845941;Padme Amidala;
tt1612560;nm0296546;Asajj Ventress;
tt1510938;nm0000168;Black;
tt1510938;nm0000169;White;
tt0312305;nm0000638;Core;
tt0312305;nm0000653;Coach Mackey;
tt0312305;nm0644897;Gal 2000;
tt0312305;nm0035842;Dr. Jack Morrow;
tt0312305;nm0000434;Void;
tt0312305;nm0000168;Fear;
tt0312305;nm0427964;Zero;
tt0312305;nm0001605;Ranger;
tt0312305;nm0004517;Moronic;
tt0312305;nm0334048;Green;
tt0312305;nm0440487;Self;
tt0312305;nm0000585;Milton;
tt0312305;nm0159789;Jammer;
tt0312305;nm1517976;Dave;
tt0312305;nm0444786;Ignorance;
tt0312305;nm0364814;Announcer;
tt0312305;nm0000469;Admiral;
tt0312305;nm1113550;Jeana;
tt0373732;nm0614151;Ed Wuncler III;
tt0373732;nm0000799;Ed Wuncler;
tt0373732;nm0848154;Sarah Dubois;
tt0373732;nm2092525;Thugnificent;
tt0373732;nm0074289;Vanessa;
tt0373732;nm0946382;Tom Dubois;
tt0373732;nm1154986;Various;
tt0373732;nm1649714;Various;
tt0373732;nm0936762;Robert 'Granddad' Freeman;
tt0373732;nm0123553;Various;
tt0373732;nm0005552;Angry Obama Supporter;
tt0373732;nm0002350;Anchorman;
tt0373732;nm0573481;The Principal;
tt0373732;nm0667326;Various;
tt0373732;nm0005093;Riley Freeman;
tt0373732;nm1204270;Jazmine Dubois;
tt0373732;nm0724656;Various;
tt0373732;nm0930637;Uncle Ruckus;
tt1386588;nm0002071;Allen Gamble;
tt1386588;nm1046719;Press Conference Reporter;
tt1386588;nm0000474;Captain Gene Mauch;
tt1386588;nm0000168;P.K. Highsmith;
tt1386588;nm0216320;Bob Littleford;
tt1386588;nm1277586;Rasta;
tt1386588;nm0027392;Rasta;
tt1386588;nm0528324;Rasta;
tt1386588;nm0000242;Terry Hoitz;
tt1386588;nm0578949;Dr. Sheila Gamble;
tt1386588;nm0317271;Mayor;
tt1386588;nm1153581;Hot Dog Guy;
tt1386588;nm1675671;Press Conference Reporter;
tt1386588;nm1443527;Martin;
tt1386588;nm0829032;Roger Wesley;
tt1386588;nm0425005;Christopher Danson;
tt1386588;nm1157013;Derek Jeter;
tt1386588;nm0915458;Fosse;
tt0914863;nm0553468;Alvarez;
tt0914863;nm0000168;Henry Harold 'H' Humphries;
tt0914863;nm0746125;Agent D.J. Jackson;
tt0914863;nm0011747;MP Winston;
tt0914863;nm0644750;Mr. Bradley;
tt0914863;nm0233027;Assistant Director Jack Saunders;
tt0914863;nm0367176;Agent Phillips;
tt0914863;nm0741580;Colonel Kerkmejian;
tt0914863;nm1404425;Rina Humphries;
tt0914863;nm0740535;Charles Thompson;
tt0914863;nm0790688;Steven Arthur Younger;
tt0914863;nm0651660;General Paulson;
tt0914863;nm1501388;Interrogator Lubitchich;
tt0914863;nm3162144;Peter Humphries;
tt0914863;nm0005251;Agent Helen Brody;
tt0914863;nm0488095;Agent Leandro;
tt0914863;nm0004743;Agent Vincent;
tt0914863;nm2780578;Katie Humphries;
tt1371159;nm0946382;Firepower;
tt1371159;nm0000332;Lt. Col. James 'Rhodey' Rhodes;
tt1371159;nm0519680;Tony Stark;
tt1371159;nm0000168;Nick Fury;
tt1371159;nm0102367;Roxxon Soldiers;
tt1371159;nm0149677;Jarvis;
tt1371159;nm0217246;A.I.M. Soldiers;
tt1371159;nm0072829;Additional Nick Fury Dialogue;
tt1371159;nm0089707;Ghost;
tt1371159;nm0005243;Pepper Potts;
tt1371159;nm0133047;Black Widow;
tt1371159;nm3894439;A.I.M. Soldiers;
tt1371159;nm0101752;Kearson DeWitt;
tt1371159;nm0482851;Additional War Machine Dialogue;
tt1371159;nm0224929;General Valentin Shatalov;
tt1371159;nm0413996;A.I.M. Soldiers;
tt1371159;nm2074441;S.H.I.E.L.D. Agents;
tt1371159;nm2406242;A.I.M. Soldiers;
tt1228705;nm0005377;Justin Hammer;
tt1228705;nm0000620;Ivan Vanko;
tt1228705;nm0000332;Lt. Col. James 'Rhodey' Rhodes;
tt1228705;nm0000168;Nick Fury;
tt1228705;nm0269463;Happy Hogan;
tt1228705;nm0544718;U.S. Marshal;
tt1228705;nm2529198;Security Force #2;
tt1228705;nm0424060;Natalie Rushman;
tt1228705;nm0023927;Christiane Amanpour;
tt1228705;nm0163988;Agent Coulson;
tt1228705;nm1084018;Security Force #1;
tt1228705;nm0805476;Howard Stark;
tt1228705;nm0074468;Detective Lemieux;
tt1228705;nm0000375;Tony Stark;
tt1228705;nm0788009;Senator Stern;
tt1228705;nm0004753;Christine Everhart;
tt1228705;nm0079273;JARVIS;
tt1228705;nm0000569;Pepper Potts;
tt2111324;nm8208511;Christmas Chronos;
tt2111324;nm4829362;Midas;
tt2111324;nm0080489;Kangamonium;
tt2111324;nm2931292;Gideon;
tt2111324;nm10412599;Deathbloom Swiftblade;
tt2111324;nm4828957;Dampeer;
tt2111324;nm0000168;Samuel Jackson Announcer;
tt2111324;nm4304447;Cthulhuphant;
tt2111324;nm4829252;Father Time;
tt2111324;nm5389637;Medusa;
tt2111324;nm3157195;Female Blitz;
tt2111324;nm8268625;Six Eared Macaque;
tt2111324;nm4830369;Succubus;
tt2111324;nm2971661;Moon Queen;
tt2111324;nm4407668;Zeus;
tt2111324;nm0968606;Queen of Fools;
tt2111324;nm6644362;Baker Balphagore;
tt2111324;nm3073933;Riptide;
tt1637997;nm0101047;Mike The Fridge;
tt1637997;nm0000168;Zog;
tt1637997;nm0631490;Robotsky;
tt1637997;nm0524240;Sparx;
tt6729850;nm0001845;Forest Whitaker;
tt6729850;nm0004937;Jamie Foxx;
tt6729850;nm0000168;Samuel L. Jackson;
tt6729850;nm0350453;Jake Gyllenhaal;
tt6729850;nm2359047;T-Pain;
tt6729850;nm0000165;Ron Howard;
tt0375568;nm0517517;Stinger One;
tt0375568;nm0068338;Cora;
tt0375568;nm0018646;General Heckler;
tt0375568;nm0048389;Trashcan;
tt0375568;nm0383603;Astro;
tt0375568;nm0506405;Orrin;
tt0375568;nm1630992;Widget;
tt0375568;nm0101047;Mike the Fridge;
tt0375568;nm1869029;Sludge;
tt0375568;nm0000115;Dr. Tenma;
tt0375568;nm0830198;Mr. Moustachio;
tt0375568;nm0876138;Mr. Squeegee;
tt0375568;nm0631490;Dr. Elefun;
tt0375568;nm0000234;'Our Friends' Narrator;
tt0375568;nm0004979;Mr. Squirt;
tt0375568;nm0000661;President Stone;
tt0375568;nm2030779;Zane;
tt0375568;nm0524240;Sparx;
tt1121977;nm0752527;Nora;
tt1121977;nm3886396;Physical Therapist;
tt1121977;nm0001990;Sofia;
tt1121977;nm0912966;Winston;
tt1121977;nm0000906;Karen;
tt1121977;nm0708981;Joseph;
tt1121977;nm0913488;Lucy;
tt1121977;nm0000168;Paul;
tt1121977;nm0303013;Tracy;
tt1121977;nm0915208;Elizabeth;
tt1121977;nm0195447;Karen's Hydrotherapy Patient;
tt1121977;nm1631380;Karen (age 14);
tt1121977;nm3159225;Tom (age 14);
tt1121977;nm0001751;Paco;
tt1121977;nm0580924;Ada;
tt1121977;nm0427728;Sister Joanne;
tt1121977;nm2835032;Cristi;
tt1121977;nm0089456;Steven;
tt0361748;nm0000196;General Ed Fenech;
tt0361748;nm0001709;Sgt. Hugo Stiglitz;
tt0361748;nm1145983;Pfc. Smithson Utivich;
tt0361748;nm0744834;Sgt. Donny Donowitz;
tt0361748;nm1055413;Lt. Archie Hicox;
tt0361748;nm0117709;Fredrick Zoller;
tt0361748;nm0343857;Joseph Goebbels;
tt0361748;nm0491259;Shosanna;
tt0361748;nm0000093;Lt. Aldo Raine;
tt0361748;nm0121972;Cpl. Wilhelm Wicki;
tt0361748;nm0943487;Hitler;
tt0361748;nm1616970;Perrier LaPadite;
tt0361748;nm0237838;Francesca Mondino;
tt0361748;nm0910607;Col. Hans Landa;
tt0361748;nm1208167;Bridget von Hammersmark;
tt0361748;nm0225944;Major Hellstrom;
tt0361748;nm1784515;Marcel;
tt0361748;nm2374829;Pfc. Omar Ulmer;
tt1346947;nm1312566;Young Afro Samurai;
tt1346947;nm0141333;Sword Master;
tt1346947;nm0440885;Soshun;
tt1346947;nm0120180;Dharman;
tt1346947;nm0523180;Jinno;
tt1346947;nm0000168;Afro Samurai;
tt1346947;nm0224007;Brother 2;
tt1346947;nm0126023;Rokutaro;
tt1346947;nm1931232;Otsuru;
tt1346947;nm0005026;Okiku;
tt1346947;nm0000579;Justice;
tt1346947;nm0569479;The Polecats;
tt1346947;nm0482851;Brother 1;
tt1346947;nm0792003;Daimyo;
tt1265998;nm0120180;Dharman;
tt1265998;nm0000434;Bin;
tt1265998;nm0523180;Jinno;
tt1265998;nm0000168;Afro Samurai;
tt1265998;nm1240448;Shichogoro;
tt1265998;nm0126023;Rokutaro;
tt1265998;nm2325393;Kotaro;
tt1265998;nm0089707;Assassins;
tt1265998;nm0071818;Brother 3;
tt1265998;nm0005154;Sio;
tt1265998;nm1736769;Young Sio;
tt1265998;nm0217221;Tomoe;
tt1265998;nm0753526;DJ;
tt1265998;nm0724656;Blacksmith;
tt1265998;nm0482851;Teen Afro Samurai;
tt1265998;nm1043186;Adolescent;
tt0831887;nm0518385;Pathos, etc.;
tt0831887;nm0050156;Mahmoud;
tt0831887;nm3228375;Self;
tt0831887;nm0000168;Octopus;
tt0831887;nm0454809;Lorelei;
tt0831887;nm0552157;Thug 2;
tt0831887;nm2264658;Damsel in Distress;
tt0831887;nm0424060;Silken Floss;
tt0831887;nm0491357;Dolan;
tt0831887;nm0314767;Detective Sussman;
tt0831887;nm0005299;Ellen;
tt0831887;nm0718141;Officer MacReady;
tt0831887;nm2358302;Medic;
tt0831887;nm0578949;Sand Saref;
tt0831887;nm0532683;Spirit;
tt0831887;nm0588340;Liebowitz;
tt0831887;nm2215447;Young Spirit;
tt0831887;nm2487126;Thug 1;
tt1111948;nm0495095;Cleo;
tt1111948;nm0005003;Danny Epstein;
tt1111948;nm0000168;Louis Hinds;
tt1111948;nm1649714;Lester;
tt1111948;nm0005170;Floyd Henderson;
tt1111948;nm1660035;Chastity;
tt1111948;nm0177639;Rosalee;
tt1111948;nm1382877;Zig-Zag;
tt1111948;nm1275545;Pay-Pay;
tt1111948;nm0205772;Ardesh Kezian;
tt1111948;nm1193098;Narrator;
tt1111948;nm1775466;Marcus Hooks;
tt1111948;nm0126260;Floyd's Doctor;
tt1111948;nm0005002;Self;
tt1111948;nm0002040;Full-Figured Neighbor;
tt1111948;nm0639821;Self;
tt1111948;nm0258402;Duane Henderson;
tt1111948;nm2012635;Phillip;
tt0810880;nm0236187;Tommy Duncan;
tt0810880;nm0000284;Carl Herrod;
tt0810880;nm3564930;Teasing White Boy;
tt0810880;nm0293479;Miriam (President);
tt0810880;nm0101005;Jack Herrod;
tt0810880;nm0000291;Sarah Malcolm;
tt0810880;nm0254760;L Donn Murray;
tt0810880;nm3565117;White Cashier;
tt0810880;nm1384148;George;
tt0810880;nm1352900;Anna;
tt0810880;nm0000418;John Malcolm;
tt0810880;nm0002064;Dr. Palmer;
tt0810880;nm1093915;Interviewer;
tt0810880;nm3553644;Nurse;
tt0810880;nm0080844;Dr. Bob Owens;
tt0810880;nm3349334;Luther;
tt0810880;nm3565113;Grandmother;
tt0810880;nm3553837;Calvin;
tt0947802;nm0518828;Clarence Darlington;
tt0947802;nm1175787;Sang Hee Pak;
tt0947802;nm0933940;Chris Mattson;
tt0947802;nm0000168;Abel Turner;
tt0947802;nm0913488;Lisa Mattson;
tt0947802;nm0379596;Javier Villareal;
tt0947802;nm1128780;Nadine;
tt0947802;nm1556399;Marcus Turner;
tt0947802;nm1496298;Damon Richards;
tt0947802;nm1865597;Jung Lee Pak;
tt0947802;nm0683986;Captain Wentworth;
tt0947802;nm0992126;Manager;
tt0947802;nm1051000;Woman;
tt0947802;nm0707044;TV Weatherman;
tt0947802;nm1939627;Celia Turner;
tt0947802;nm0150362;Donnie Eaton;
tt0947802;nm0743902;Old Woman;
tt0947802;nm0322002;Harold Perreau;
tt1185834;nm0000168;Mace Windu;
tt1185834;nm0000489;Count Dooku;
tt1185834;nm0437454;Yoda;
tt1185834;nm0000718;Chancellor Palpatine;
tt1185834;nm0048389;Clone Troopers;
tt1185834;nm0003214;Battle Droids;
tt1185834;nm0852517;Obi-Wan Kenobi;
tt1185834;nm0123553;General Loathsom;
tt1185834;nm0237065;Ahsoka Tano;
tt1185834;nm0004198;Rotta the Huttlet;
tt1185834;nm1782667;Anakin Skywalker;
tt1185834;nm0724656;Jabba the Hutt;
tt1185834;nm0000355;C-3PO;
tt1185834;nm0845941;Padmé Amidala;
tt1185834;nm0296546;Asajj Ventress;
tt0371746;nm0603780;Guard;
tt0371746;nm0005024;Rhodey;
tt0371746;nm0869467;Yinsen;
tt0371746;nm0269463;Hogan;
tt0371746;nm0347375;Major Allen;
tt0371746;nm0810488;General Gabriel;
tt0371746;nm0082526;William Ginter Riva;
tt0371746;nm0163988;Agent Coulson;
tt0371746;nm0000375;Tony Stark;
tt0371746;nm0528164;Award Ceremony Narrator;
tt0371746;nm0846687;Raza;
tt0371746;nm0434879;Guard;
tt0371746;nm0435771;Guard;
tt0371746;nm0046223;Abu Bakaar;
tt0371746;nm0004753;Christine Everhart;
tt0371746;nm0079273;JARVIS;
tt0371746;nm0000569;Pepper Potts;
tt0371746;nm0000313;Obadiah Stane;
tt0489099;nm0936041;Day Bank Manager;
tt0489099;nm1812523;English Beauty;
tt0489099;nm0068260;Griffin;
tt0489099;nm0000168;Roland;
tt0489099;nm0416596;Young Mark;
tt0489099;nm0829576;Sophie;
tt0489099;nm0668644;Italian Desk Cop;
tt0489099;nm1302735;Young David;
tt0489099;nm0000178;Mary Rice;
tt0489099;nm0731575;English Bartender;
tt0489099;nm1503667;Mark Kobold;
tt0489099;nm0001371;Mr. Bowker;
tt0489099;nm1455681;Young Millie;
tt0489099;nm0308241;Ellen;
tt0489099;nm0159789;David Rice;
tt0489099;nm0740264;William Rice;
tt0489099;nm0376546;Fiona;
tt0489099;nm1377375;Millie;
tt0896798;nm0531333;Vic;
tt0896798;nm2542885;Crying Woman;
tt0896798;nm0457050;Jeff Lang;
tt0896798;nm0000168;Tom Cutler;
tt0896798;nm1765969;Lawyer;
tt0896798;nm1483304;Francine Mason;
tt0896798;nm0493279;Cherie;
tt0896798;nm1504678;Miguel;
tt0896798;nm0284376;Priest #2;
tt0896798;nm0578949;Ann Norcut;
tt0896798;nm1517407;Det. Darrin Harris;
tt0896798;nm1851666;Hotel Manager;
tt0896798;nm1551130;Rose Cutler;
tt0896798;nm0001233;Arlo Grange;
tt0896798;nm0599907;George Walton;
tt0896798;nm0000438;Eddie Lorenzo;
tt0896798;nm0350079;Det. Jim Vargas;
tt0896798;nm1693768;Priest #1;
tt0159876;nm0567653;Self - Performer;
tt0159876;nm0004847;Self - Host;
tt0159876;nm0903035;Self;
tt0159876;nm0358941;Baritone;
tt0159876;nm1169011;Self;
tt0159876;nm0814227;Self;
tt0159876;nm0591485;Self;
tt0159876;nm0287757;Self;
tt0159876;nm10862109;Self;
tt0159876;nm0001613;Self - Performer;
tt0159876;nm0729234;Self;
tt0159876;nm0000267;Self - Host;
tt0159876;nm0004881;Self;
tt0159876;nm0001358;Self - Host;
tt0159876;nm0281765;Self;
tt0159876;nm0526985;Self - Performer;
tt0159876;nm0004765;Self;
tt0159876;nm0173679;Self;
tt0450385;nm0083307;Mr. Innkeeper;
tt0450385;nm0000168;Gerald Olin;
tt0450385;nm2770159;Lady at Book Signing;
tt0450385;nm2680682;Young Woman at Book Signing;
tt0450385;nm0005203;Lily;
tt0450385;nm0001724;Sam Farrell;
tt0450385;nm0583534;Man #1 at Book Signing;
tt0450385;nm0137230;Mike's Father;
tt0450385;nm0500065;Mrs. Innkeeper;
tt0450385;nm1053380;Surfer Dude;
tt0450385;nm2500131;Man #2 at Book Signing;
tt0450385;nm0000131;Mike Enslin;
tt0450385;nm0035628;Clay the Lawyer;
tt0450385;nm2618314;Secretary;
tt0450385;nm1278365;Katie;
tt0450385;nm0507860;Book Store Cashier;
tt0450385;nm0926086;Hotel Engineer;
tt0450385;nm0498517;Mailbox Guy;
tt0465316;nm0005189;Sasuke;
tt0465316;nm0141333;Sword Master;
tt0465316;nm0440885;Soshun;
tt0465316;nm0120180;Dharman;
