ID IMDB;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL
nm0241033;Zack Duhame;15/04/1987;Los Angeles County, California, USA;/name/nm0241033?ref_=tt_cl_t_11
nm0665708;Angela Paton;11/01/1930;Brooklyn, New York City, New York, USA;/name/nm0665708?ref_=tt_cl_t_16
nm0515973;Emily Ann Lloyd;27/03/1984;Glendale, California, USA;/name/nm0515973?ref_=tt_cl_t_10
nm0832114;Randy Stone;26/08/1958;Hollywood, California, USA;/name/nm0832114?ref_=tt_cl_t_17
nm0665473;Bill Paterson;03/06/1945;Glasgow, Scotland, UK;/name/nm0665473?ref_=tt_cl_t_5
nm0343155;Matthew Groom;;;/name/nm0343155?ref_=tt_cl_t_6
nm0360112;Tres Hanley;;;/name/nm0360112?ref_=tt_cl_t_12
nm0141697;Jim Carter;19/08/1948;Harrogate, Yorkshire, England, UK;/name/nm0141697?ref_=tt_cl_t_15
nm0100815;Christopher Bowen;;;/name/nm0100815?ref_=tt_cl_t_3
nm0448851;Stacey Kent;27/03/1968;South Orange, New Jersey, USA;/name/nm0448851?ref_=tt_cl_t_14
nm0570570;Tim McInnerny;18/09/1956;Cheadle Hulme, Cheshire, England, UK;/name/nm0570570?ref_=tt_cl_t_13
nm0824215;Kate Steavenson-Payne;28/09/1975;London, England, UK;/name/nm0824215?ref_=tt_cl_t_10
nm0510317;Denis Lill;22/04/1942;Hamilton, Waikato, New Zealand;/name/nm0510317?ref_=tt_cl_t_17
nm0939795;John Wood;05/07/1930;Derbyshire, England, UK;/name/nm0939795?ref_=tt_cl_t_7
nm0358772;Roger Hammond;21/03/1936;Stockport, Greater Manchester, England, UK;/name/nm0358772?ref_=tt_cl_t_16
nm0223266;Edward Jewesbury;06/08/1917;Marylebone, London, England, UK;/name/nm0223266?ref_=tt_cl_t_4
nm0591547;Tammy Minoff;04/10/1979;New York City, New York, USA;/name/nm0591547?ref_=tt_cl_t_13
nm0275991;Marc Field;;;/name/nm0275991?ref_=tt_cl_t_17
nm0712744;Antonia Rey;12/10/1926;Havana, Cuba;/name/nm0712744?ref_=tt_cl_t_10
nm0238899;Denise Du Maurier;;;/name/nm0238899?ref_=tt_cl_t_12
nm0052968;Harry Barandes;30/11/1978;New York City, New York, USA;/name/nm0052968?ref_=tt_cl_t_14
nm0032400;Rick Applegate;;;/name/nm0032400?ref_=tt_cl_t_16
nm0001372;Bonnie Hunt;22/09/1961;Chicago, Illinois, USA;/name/nm0001372?ref_=tt_cl_t_3
nm0381013;Jessica Hertel;;;/name/nm0381013?ref_=tt_cl_t_15
nm0001770;Fisher Stevens;27/11/1963;Chicago, Illinois, USA;/name/nm0001770?ref_=tt_cl_t_5
nm0628233;Phyllis Newman;19/03/1933;Jersey City, New Jersey, USA;/name/nm0628233?ref_=tt_cl_t_11
nm0870430;Bob Tracey;11/08/1923;Rutherford, New Jersey, USA;/name/nm0870430?ref_=tt_cl_t_18
nm0704276;Everett Quinton;;;/name/nm0704276?ref_=tt_cl_t_5
nm0856105;Terrylene;05/02/1967;Chicago, Illinois, USA;/name/nm0856105?ref_=tt_cl_t_16
nm0575184;Russell Means;10/11/1939;Pine Ridge, South Dakota, USA;/name/nm0575184?ref_=tt_cl_t_9
nm0051257;Kirk Baltz;14/09/1959;New York City, New York, USA;/name/nm0051257?ref_=tt_cl_t_14
nm1378595;Ed White;17/03/1947;Bellaire, Maryland, USA;/name/nm1378595?ref_=tt_cl_t_15
nm0001098;Rodney Dangerfield;22/11/1921;Deer Park, Long Island, New York, USA;/name/nm0001098?ref_=tt_cl_t_4
nm0000656;Madeleine Stowe;18/08/1958;Los Angeles, California, USA;/name/nm0000656?ref_=tt_cl_t_16
nm0295487;Cassie Friel;;;/name/nm0295487?ref_=tt_cl_t_17
nm0000493;Jack Lemmon;08/02/1925;Newton, Massachusetts, USA;/name/nm0000493?ref_=tt_cl_t_5
nm0911542;Fred Ward;30/12/1942;San Diego, California, USA;/name/nm0911542?ref_=tt_cl_t_9
nm0531434;Josette Maccario;;;/name/nm0531434?ref_=tt_cl_t_13
nm0295491;Dustin Friel;;;/name/nm0295491?ref_=tt_cl_t_18
nm0394206;Joseph C. Hopkins;;;/name/nm0394206?ref_=tt_cl_t_12
nm0001117;Bruce Davison;28/06/1946;Philadelphia, Pennsylvania, USA;/name/nm0001117?ref_=tt_cl_t_4
nm0144258;Zane Cassidy;05/07/1984;Santa Clarita, California, USA;/name/nm0144258?ref_=tt_cl_t_6
nm0000510;Andie MacDowell;21/04/1958;Gaffney, South Carolina, USA;/name/nm0000510?ref_=tt_cl_t_1
nm0001718;Kyra Sedgwick;19/08/1965;New York City, New York, USA;/name/nm0001718?ref_=tt_cl_t_4
nm0165475;Steven Clawson;;;/name/nm0165475?ref_=tt_cl_t_18
nm0505993;Javar David Levingston;;;/name/nm0505993?ref_=tt_cl_t_15
nm0954078;Michael Zebulon;;;/name/nm0954078?ref_=tt_cl_t_11
nm0130785;Bill Calvert;13/06/1966;Honolulu, Hawaii, USA;/name/nm0130785?ref_=tt_cl_t_8
nm0533672;Janet MacLachlan;27/08/1933;New York City, New York, USA;/name/nm0533672?ref_=tt_cl_t_14
nm0524223;Lisa Lucas;1961-0-0;Arizona, USA;/name/nm0524223?ref_=tt_cl_t_9
nm0627881;Robert William Newhart;04/11/1963;USA;/name/nm0627881?ref_=tt_cl_t_16
nm0650668;Shannon Orrock;;;/name/nm0650668?ref_=tt_cl_t_10
nm0338401;Wanya Green;;;/name/nm0338401?ref_=tt_cl_t_13
nm0001301;Charles Grodin;21/04/1935;Pittsburgh, Pennsylvania, USA;/name/nm0001301?ref_=tt_cl_t_2
nm0358957;Chasiti Hampton;;;/name/nm0358957?ref_=tt_cl_t_12
nm0601105;Deborah Moore;27/10/1963;Marylebone, London, England, UK;/name/nm0601105?ref_=tt_cl_t_14
nm0722631;Paul Rhys;19/12/1963;Neath, Glamorgan, Wales, UK;/name/nm0722631?ref_=tt_cl_t_3
nm0000542;Penelope Ann Miller;13/01/1964;Los Angeles, California, USA;/name/nm0000542?ref_=tt_cl_t_9
nm0235918;Hugh Downer;;;/name/nm0235918?ref_=tt_cl_t_18
nm0857177;John Thaw;03/01/1942;West Gorton, Manchester, England, UK;/name/nm0857177?ref_=tt_cl_t_4
nm0446702;Moira Kelly;06/03/1968;Queens, New York City, New York, USA;/name/nm0446702?ref_=tt_cl_t_5
nm0242656;Kevin Dunn;24/08/1956;Chicago, Illinois, USA;/name/nm0242656?ref_=tt_cl_t_13
nm0075482;Michael Berkowitz;;;/name/nm0075482?ref_=tt_cl_t_18
nm0620889;Arne Nannestad;;;/name/nm0620889?ref_=tt_cl_t_9
nm0457324;Cornelia Kiss;;;/name/nm0457324?ref_=tt_cl_t_14
nm0131814;Rob Camilletti;01/08/1964;Queens, New York City, New York, USA;/name/nm0131814?ref_=tt_cl_t_15
nm0322325;Mary Pat Gleason;23/02/1950;Lake City, Minnesota, USA;/name/nm0322325?ref_=tt_cl_t_17
nm0000398;Sally Field;06/11/1946;Pasadena, California, USA;/name/nm0000398?ref_=tt_cl_t_1
nm0158678;Tim Choate;11/10/1954;Dallas, Texas, USA;/name/nm0158678?ref_=tt_cl_t_10
nm0424035;Paul Johansson;26/01/1964;Spokane, Washington, USA;/name/nm0424035?ref_=tt_cl_t_6
nm1060795;Carla Sherman;;;/name/nm1060795?ref_=tt_cl_t_17
nm0364973;Lara Harris;22/08/1962;Chicago, Illinois, USA;/name/nm0364973?ref_=tt_cl_t_5
nm0842056;Heidi Swedberg;03/03/1966;Honolulu, Hawaii, USA;/name/nm0842056?ref_=tt_cl_t_18
nm0551908;Andrea Martin;15/01/1947;Portland, Maine, USA;/name/nm0551908?ref_=tt_cl_t_14
nm0259715;Laura Ernst;08/09/1957;Washington, USA;/name/nm0259715?ref_=tt_cl_t_4
nm0437914;Marin Kanter;20/02/1960;Cincinnati, Ohio, USA;/name/nm0437914?ref_=tt_cl_t_10
nm0744235;Leo Rossi;26/06/1946;Trenton, New Jersey, USA;/name/nm0744235?ref_=tt_cl_t_15
nm0001494;Ralph Macchio;04/11/1961;Huntington, Long Island, New York, USA;/name/nm0001494?ref_=tt_cl_t_12
nm0033458;Allan Arbus;15/02/1918;New York City, New York, USA;/name/nm0033458?ref_=tt_cl_t_1
nm1060413;John Ide;;;/name/nm1060413?ref_=tt_cl_t_8
nm0748075;Jennifer Rubin;03/04/1962;Phoenix, Arizona, USA;/name/nm0748075?ref_=tt_cl_t_16
nm0542530;Christopher Mankiewicz;08/10/1940;Los Angeles, California, USA;/name/nm0542530?ref_=tt_cl_t_13
nm0003318;Howard Duff;24/11/1913;Bremerton, Washington, USA;/name/nm0003318?ref_=tt_cl_t_3
nm0001385;Eric Idle;29/03/1943;South Shields, Tyne and Wear, England, UK;/name/nm0001385?ref_=tt_cl_t_9
nm0371579;Jim Haynie;06/02/1940;Falls Church, Virginia, USA;/name/nm0371579?ref_=tt_cl_t_6
nm0466300;Jon Korkes;04/12/1945;USA;/name/nm0466300?ref_=tt_cl_t_11
nm0870796;Yanee Tramoth;;;/name/nm0870796?ref_=tt_cl_t_17
nm0420898;Ken Jenkins;28/08/1940;Dayton, Ohio, USA;/name/nm0420898?ref_=tt_cl_t_4
nm0419256;Harvey Jason;29/02/1940;London, England, UK;/name/nm0419256?ref_=tt_cl_t_13
nm0840494;Chanarona Suwanpa;;;/name/nm0840494?ref_=tt_cl_t_18
nm0620951;Natta Nantatanti;;;/name/nm0620951?ref_=tt_cl_t_15
nm0068382;Marshall Bell;28/09/1942;Tulsa, Oklahoma, USA;/name/nm0068382?ref_=tt_cl_t_9
nm0477297;Burt Kwouk;18/07/1930;Warrington, Cheshire, England, UK;/name/nm0477297?ref_=tt_cl_t_11
nm0480869;Art LaFleur;09/09/1943;Gary, Indiana, USA;/name/nm0480869?ref_=tt_cl_t_7
nm0393294;Sinjai Plengpanich;;;/name/nm0393294?ref_=tt_cl_t_14
nm0659496;Purin Panichpan;;;/name/nm0659496?ref_=tt_cl_t_16
nm0859772;Tim Thomerson;08/04/1946;Coronado, California, USA;/name/nm0859772?ref_=tt_cl_t_12
nm0369507;Carey Hauser;;;/name/nm0369507?ref_=tt_cl_t_18
nm0724061;Don Richards;;;/name/nm0724061?ref_=tt_cl_t_14
nm0486857;Lester Lanin;26/08/1907;Philadelphia, Pennsylvania, USA;/name/nm0486857?ref_=tt_cl_t_10
nm0236922;Jacquelyn Drake;;;/name/nm0236922?ref_=tt_cl_t_13
nm0233835;Franchelle Stewart Dorn;06/11/1949;Houston, Texas, USA;/name/nm0233835?ref_=tt_cl_t_12
nm0573420;Cliff McMullen;;;/name/nm0573420?ref_=tt_cl_t_17
nm0000524;Mary Stuart Masterson;28/06/1966;New York City, New York, USA;/name/nm0000524?ref_=tt_cl_t_4
nm0711880;Susan Ruttan;16/09/1948;Oregon City, Oregon, USA;/name/nm0711880?ref_=tt_cl_t_9
nm0070359;Nat Benchley;;;/name/nm0070359?ref_=tt_cl_t_16
nm0001732;Cybill Shepherd;18/02/1950;Memphis, Tennessee, USA;/name/nm0001732?ref_=tt_cl_t_1
nm0287098;Henderson Forsythe;11/09/1917;Macon, Missouri, USA;/name/nm0287098?ref_=tt_cl_t_8
nm0861397;June Thorne;;;/name/nm0861397?ref_=tt_cl_t_15
nm0213067;Richard DeAngelis;24/06/1932;Boston, Massachusetts, USA;/name/nm0213067?ref_=tt_cl_t_11
nm0885583;Abigail Van Alyn;;;/name/nm0885583?ref_=tt_cl_t_18
nm0001748;Kurtwood Smith;03/07/1943;New Lisbon, Wisconsin, USA;/name/nm0001748?ref_=tt_cl_t_5
nm0545589;Will Marchetti;11/11/1933;San Francisco, California, USA;/name/nm0545589?ref_=tt_cl_t_16
nm0065320;Graham Beckel;22/12/1949;Old Lyme, Connecticut, USA;/name/nm0065320?ref_=tt_cl_t_13
nm0225049;Sully Diaz;11/07/1960;New York City, New York, USA;/name/nm0225049?ref_=tt_cl_t_9
nm0574693;Maureen McVerry;;;/name/nm0574693?ref_=tt_cl_t_17
nm0453615;Misan Kim;;;/name/nm0453615?ref_=tt_cl_t_10
nm0272883;Miguel Fernandes;;;/name/nm0272883?ref_=tt_cl_t_7
nm0118612;John Snyder;23/08/1952;Boston, Massachusetts, USA;/name/nm0118612?ref_=tt_cl_t_11
nm0689177;Joel Polis;03/10/1951;Philadelphia, Pennsylvania, USA;/name/nm0689177?ref_=tt_cl_t_15
nm0359809;Tony Haney;;;/name/nm0359809?ref_=tt_cl_t_14
nm0645785;Yuji Okumoto;20/04/1959;Los Angeles, California, USA;/name/nm0645785?ref_=tt_cl_t_4
nm0000839;Ina Balin;12/11/1937;Brooklyn, New York City, New York, USA;/name/nm0000839?ref_=tt_cl_t_5
nm0709704;Tony Randall;26/02/1920;Tulsa, Oklahoma, USA;/name/nm0709704?ref_=tt_cl_t_1
nm0005467;Jerry Stiller;08/06/1927;Brooklyn, New York, USA;/name/nm0005467?ref_=tt_cl_t_3
nm0108613;Marshall Brickman;25/08/1939;Rio de Janeiro, Brazil;/name/nm0108613?ref_=tt_cl_t_17
nm0004838;Martha Coolidge;17/08/1946;New Haven, Connecticut, USA;/name/nm0004838?ref_=tt_cl_t_18
nm0659573;Stuart Pankin;08/04/1946;Philadelphia, Pennsylvania, USA;/name/nm0659573?ref_=tt_cl_t_12
nm0168394;James Coco;21/03/1930;New York City, New York, USA;/name/nm0168394?ref_=tt_cl_t_2
nm0179782;Irwin Corey;29/07/1914;Brooklyn, New York, USA;/name/nm0179782?ref_=tt_cl_t_7
nm0564841;Chuck McCann;02/09/1934;Brooklyn, New York City, New York, USA;/name/nm0564841?ref_=tt_cl_t_11
nm0089133;Anne Bloom;18/04/1947;Los Angeles, California, USA;/name/nm0089133?ref_=tt_cl_t_6
nm0857475;Theodore Gottlieb;11/11/1906;Düsseldorf, Germany;/name/nm0857475?ref_=tt_cl_t_15
nm0001138;Susan Dey;10/12/1952;Pekin, Illinois, USA;/name/nm0001138?ref_=tt_cl_t_8
nm0001816;Robert Vaughn;22/11/1932;New York City, New York, USA;/name/nm0001816?ref_=tt_cl_t_16
nm0820871;Robert Staats;;;/name/nm0820871?ref_=tt_cl_t_14
nm0288069;Steve Foster;;;/name/nm0288069?ref_=tt_cl_t_9
nm0366866;Mariette Hartley;21/06/1940;Weston, Connecticut, USA;/name/nm0366866?ref_=tt_cl_t_4
nm0745294;Jennifer Rothschild;03/12/1970;;/name/nm0745294?ref_=tt_cl_t_18
nm0944018;Christopher Wynne;;;/name/nm0944018?ref_=tt_cl_t_7
nm0828768;Scott N. Stevens;08/07/1962;Cleveland, Ohio, USA;/name/nm0828768?ref_=tt_cl_t_15
nm0838722;Jason Summers;;;/name/nm0838722?ref_=tt_cl_t_14
nm0916864;David Webster;;;/name/nm0916864?ref_=tt_cl_t_17
nm0001026;Joanna Cassidy;02/08/1945;Haddonfield, New Jersey, USA;/name/nm0001026?ref_=tt_cl_t_6
nm0288772;Michael Fowler;;;/name/nm0288772?ref_=tt_cl_t_16
nm0474125;Keller Kuhn;;;/name/nm0474125?ref_=tt_cl_t_8
nm0828924;Robert Louis Stevenson;;;/name/nm0828924?ref_=tt_cl_t_13
nm0368844;Mert Hatfield;;;/name/nm0368844?ref_=tt_cl_t_10
nm0222308;Don Devendorf;16/02/1944;Los Angeles, California, USA;/name/nm0222308?ref_=tt_cl_t_12
nm0867586;Welton Tootle;;;/name/nm0867586?ref_=tt_cl_t_11
nm0355598;George Hall;19/11/1916;Toronto, Ontario, Canada;/name/nm0355598?ref_=tt_cl_t_16
nm0561919;Deborah May;;;/name/nm0561919?ref_=tt_cl_t_9
nm0020162;Michael Alldredge;13/04/1941;Taft, California, USA;/name/nm0020162?ref_=tt_cl_t_10
nm0821305;Jon Stafford;;;/name/nm0821305?ref_=tt_cl_t_12
nm0118046;Lucianne Buchanan;;;/name/nm0118046?ref_=tt_cl_t_17
nm0573029;Jim McMahon;21/08/1959;Jersey City, New Jersey, USA;/name/nm0573029?ref_=tt_cl_t_15
nm0291107;Tony Frank;09/12/1943;Nacogdoches, Texas, USA;/name/nm0291107?ref_=tt_cl_t_18
nm0181763;Howard Cosell;25/03/1918;Winston-Salem, North Carolina, USA;/name/nm0181763?ref_=tt_cl_t_14
nm0322339;Paul Gleason;04/05/1939;Jersey City, New Jersey, USA;/name/nm0322339?ref_=tt_cl_t_3
nm0338867;Michael Greene;04/11/1933;San Francisco, California, USA;/name/nm0338867?ref_=tt_cl_t_7
nm0462387;Peter Koch;23/01/1962;Nassau County, New York, USA;/name/nm0462387?ref_=tt_cl_t_13
nm0082300;Tony Bill;23/08/1940;San Diego, California, USA;/name/nm0082300?ref_=tt_cl_t_5
nm0452347;Anthony Kiedis;01/11/1962;Grand Rapids, Michigan, USA;/name/nm0452347?ref_=tt_cl_t_17
nm0593291;Donna Mitchell;;;/name/nm0593291?ref_=tt_cl_t_7
nm0170353;David Colby;;;/name/nm0170353?ref_=tt_cl_t_16
nm0000415;Jami Gertz;28/10/1965;Chicago, Illinois, USA;/name/nm0000415?ref_=tt_cl_t_2
nm0402981;Neith Hunter;03/12/1960;San Francisco, California, USA;/name/nm0402981?ref_=tt_cl_t_12
nm0125533;Sarah Buxton;23/03/1965;Sacramento County, California, USA;/name/nm0125533?ref_=tt_cl_t_9
nm0934463;Brian Wimmer;01/10/1959;Orem, Utah, USA;/name/nm0934463?ref_=tt_cl_t_14
nm0807211;Afton Smith;03/12/1967;Northport, Long Island, New York, USA;/name/nm0807211?ref_=tt_cl_t_13
nm0937824;Kelly Wolf;09/01/1962;Memphis, Tennessee, USA;/name/nm0937824?ref_=tt_cl_t_15
nm0266170;Lisanne Falk;03/12/1964;Hempstead, Long Island, New York, USA;/name/nm0266170?ref_=tt_cl_t_10
nm0727051;Jack Riley;30/12/1935;Cleveland, Ohio, USA;/name/nm0727051?ref_=tt_cl_t_10
nm0116717;Eric Bruskotter;22/03/1966;Fort Wayne, Indiana, USA;/name/nm0116717?ref_=tt_cl_t_15
nm0611898;Martin Mull;18/08/1943;Chicago, Illinois, USA;/name/nm0611898?ref_=tt_cl_t_1
nm0566588;Pat McCormick;30/06/1927;Lakewood, Ohio, USA;/name/nm0566588?ref_=tt_cl_t_11
nm0005557;Edy Williams;09/07/1941;Salt Lake City, Utah, USA;/name/nm0005557?ref_=tt_cl_t_4
nm0001478;June Lockhart;25/06/1925;New York City, New York, USA;/name/nm0001478?ref_=tt_cl_t_6
nm0790071;Dick Shawn;01/12/1923;Buffalo, New York, USA;/name/nm0790071?ref_=tt_cl_t_2
nm0550318;Kenneth Mars;04/04/1935;Chicago, Illinois, USA;/name/nm0550318?ref_=tt_cl_t_7
nm0003203;Mel Welles;17/02/1924;New York City, New York, USA;/name/nm0003203?ref_=tt_cl_t_9
nm0116718;Karl Bruskotter;22/03/1966;Fort Wayne, Indiana, USA;/name/nm0116718?ref_=tt_cl_t_16
nm0930592;Frances E. Williams;07/09/1905;East Orange, New Jersey, USA;/name/nm0930592?ref_=tt_cl_t_18
nm0611904;Wendy Mull;09/08/1949;USA;/name/nm0611904?ref_=tt_cl_t_17
nm0107281;Eileen Brennan;03/09/1932;Los Angeles, California, USA;/name/nm0107281?ref_=tt_cl_t_12
nm0395398;Michael Horse;21/12/1949;Los Angeles, California, USA;/name/nm0395398?ref_=tt_cl_t_13
nm0001801;Robert Towne;23/11/1934;Los Angeles, California, USA;/name/nm0001801?ref_=tt_cl_t_13
nm0242972;Mildred Dunnock;25/01/1901;Baltimore, Maryland, USA;/name/nm0242972?ref_=tt_cl_t_5
nm0004413;Brian Hamill;;;/name/nm0004413?ref_=tt_cl_t_7
nm0116536;Tamara Bruno;;;/name/nm0116536?ref_=tt_cl_t_8
nm0000172;Harvey Keitel;13/05/1939;Brooklyn, New York, USA;/name/nm0000172?ref_=tt_cl_t_6
nm0124747;John Butera;;;/name/nm0124747?ref_=tt_cl_t_18
nm0143344;Clem Caserta;;;/name/nm0143344?ref_=tt_cl_t_17
nm0447430;Angie Kempf;;;/name/nm0447430?ref_=tt_cl_t_10
nm0414130;Victoria Jackson;02/08/1959;Miami, Florida, USA;/name/nm0414130?ref_=tt_cl_t_14
nm0046958;Michael Bahr;;;/name/nm0046958?ref_=tt_cl_t_10
nm1066935;Lori Ann Zuker;;;/name/nm1066935?ref_=tt_cl_t_15
nm0721849;Marie Reynolds;15/09/1944;USA;/name/nm0721849?ref_=tt_cl_t_17
nm0906250;Corinne Wahl;27/09/1954;Lynn, Massachusetts, USA;/name/nm0906250?ref_=tt_cl_t_18
nm0449395;David Kerman;;;/name/nm0449395?ref_=tt_cl_t_8
nm1067700;Evelyn Zuker;;;/name/nm1067700?ref_=tt_cl_t_13
nm1511554;Michael Sullivan;20/05/1945;Jacksonville, Florida, USA;/name/nm1511554?ref_=tt_cl_t_16
nm1065471;F.D. Herrick;;;/name/nm1065471?ref_=tt_cl_t_12
nm0036572;Monroe Arnold;09/11/1924;The Bronx, New York, USA;/name/nm0036572?ref_=tt_cl_t_5
nm0039237;Laura Ashton;;;/name/nm0039237?ref_=tt_cl_t_11
nm0274998;Pablo Ferro;15/01/1935;Antilla, Oriente Province, Cuba;/name/nm0274998?ref_=tt_cl_t_7
nm0689488;Michael J. Pollard;30/05/1939;Passaic, New Jersey, USA;/name/nm0689488?ref_=tt_cl_t_3
nm0635649;Zack Norman;27/05/1940;Boston, Massachusetts, USA;/name/nm0635649?ref_=tt_cl_t_1
nm0859692;Howard Thomashefsky;;;/name/nm0859692?ref_=tt_cl_t_9
nm0342245;Tammy Grimes;30/01/1934;Lynn, Massachusetts, USA;/name/nm0342245?ref_=tt_cl_t_2
nm0009320;Sarah Abrell;15/11/1954;USA;/name/nm0009320?ref_=tt_cl_t_17
nm0021425;Dana Allison;;;/name/nm0021425?ref_=tt_cl_t_18
nm0000395;Terry Farrell;19/11/1963;Cedar Rapids, Iowa, USA;/name/nm0000395?ref_=tt_cl_t_7
nm0000105;Adrienne Barbeau;11/06/1945;Sacramento, California, USA;/name/nm0000105?ref_=tt_cl_t_9
nm0925717;Paxton Whitehead;17/10/1937;Kent, England, UK;/name/nm0925717?ref_=tt_cl_t_6
nm0903361;Kurt Vonnegut Jr.;11/11/1922;Indianapolis, Indiana, USA;/name/nm0903361?ref_=tt_cl_t_15
nm0951420;William Zabka;20/10/1965;New York City, New York, USA;/name/nm0951420?ref_=tt_cl_t_10
nm0455630;Sam Kinison;08/12/1953;Yakima, Washington, USA;/name/nm0455630?ref_=tt_cl_t_13
nm0330360;Keith Gordon;03/02/1961;New York City, New York, USA;/name/nm0330360?ref_=tt_cl_t_4
nm0201089;Severn Darden;09/11/1929;New Orleans, Louisiana, USA;/name/nm0201089?ref_=tt_cl_t_12
nm0001419;Sally Kellerman;02/06/1937;Long Beach, California, USA;/name/nm0001419?ref_=tt_cl_t_2
nm0244243;Leslie Durnin;;;/name/nm0244243?ref_=tt_cl_t_2
nm0444972;Donnie Kehr;18/09/1963;Washington, District of Columbia, USA;/name/nm0444972?ref_=tt_cl_t_3
nm0339778;Constantine Gregory;16/09/1942;New York City, New York, USA;/name/nm0339778?ref_=tt_cl_t_13
nm0069109;Gina Bellman;10/07/1966;Auckland, New Zealand;/name/nm0069109?ref_=tt_cl_t_10
nm0171829;Kenneth Colley;07/12/1937;Manchester, England, UK;/name/nm0171829?ref_=tt_cl_t_17
nm0229943;Vernon Dobtcheff;14/08/1934;Nîmes, Gard, France;/name/nm0229943?ref_=tt_cl_t_5
nm0483069;Anne-Louise Lambert;21/08/1955;Brisbane, Australia;/name/nm0483069?ref_=tt_cl_t_6
nm0416528;Godfrey James;16/04/1931;London, England, UK;/name/nm0416528?ref_=tt_cl_t_15
nm0617875;Gunnar Möller;01/07/1928;Berlin, Germany;/name/nm0617875?ref_=tt_cl_t_14
nm0335519;Lee Grant;31/10/1925;New York City, New York, USA;/name/nm0335519?ref_=tt_cl_t_4
nm0382162;Virginia Hey;19/06/1952;Coogee, New South Wales, Australia;/name/nm0382162?ref_=tt_cl_t_16
nm0148061;Michael Forest;17/04/1929;Harvey, North Dakota, USA;/name/nm0148061?ref_=tt_cl_t_18
nm0000471;Raul Julia;09/03/1940;San Juan, Puerto Rico;/name/nm0000471?ref_=tt_cl_t_11
nm0183459;George Coulouris;01/10/1903;Manchester, England, UK;/name/nm0183459?ref_=tt_cl_t_12
nm0077720;Michael Berryman;04/09/1948;Los Angeles, California, USA;/name/nm0077720?ref_=tt_cl_t_12
nm0750852;Robert Rusler;20/09/1965;Fort Wayne, Indiana, USA;/name/nm0750852?ref_=tt_cl_t_8
nm0920460;Vernon Wells;31/12/1945;Rushworth, Victoria, Australia;/name/nm0920460?ref_=tt_cl_t_9
nm0185348;Ann Coyle;29/04/1919;Chicago, Illinois, USA;/name/nm0185348?ref_=tt_cl_t_14
nm1990627;Barbara Lang;08/04/1937;New York City, New York, USA;/name/nm1990627?ref_=tt_cl_t_11
nm0779152;Fred D. Scott;31/08/1918;Ithaca, New York, USA;/name/nm0779152?ref_=tt_cl_t_17
nm0593819;Ilan Mitchell-Smith;29/06/1969;New York City, New York, USA;/name/nm0593819?ref_=tt_cl_t_2
nm0811562;Suzanne Snyder;22/10/1962;Park Ridge, Illinois, USA;/name/nm0811562?ref_=tt_cl_t_5
nm0036978;Judie Aronson;07/06/1964;Los Angeles, California, USA;/name/nm0036978?ref_=tt_cl_t_6
nm0445563;Suzy J. Kellems;05/11/1961;Costa Mesa, California, USA;/name/nm0445563?ref_=tt_cl_t_15
nm0001456;Kelly LeBrock;24/03/1960;New York City, New York, USA;/name/nm0001456?ref_=tt_cl_t_3
nm0494815;Britt Leach;18/07/1938;Gadsden, Alabama, USA;/name/nm0494815?ref_=tt_cl_t_10
nm0058019;Ivor Barry;12/04/1919;Merthyr Tydfil, South Wales, UK;/name/nm0058019?ref_=tt_cl_t_13
nm0870078;Vince Townsend Jr.;12/04/1906;Arkadelphia, Arkansas, USA;/name/nm0870078?ref_=tt_cl_t_18
nm0086014;Richard Blade;23/05/1956;England, UK;/name/nm0086014?ref_=tt_cl_t_3
nm0947010;Biff Yeager;;;/name/nm0947010?ref_=tt_cl_t_1
nm0143791;Mark Caso;;;/name/nm0143791?ref_=tt_cl_t_18
nm0491590;Ed Lauter;30/10/1938;Long Beach, Long Island, New York, USA;/name/nm0491590?ref_=tt_cl_t_10
nm0629278;Kristi Somers;09/05/1962;Encino, California, USA;/name/nm0629278?ref_=tt_cl_t_2
nm0300939;Holly Gagnier;12/12/1958;Los Angeles, California, USA;/name/nm0300939?ref_=tt_cl_t_12
nm0569598;Terence McGovern;11/05/1942;Berkeley, California, USA;/name/nm0569598?ref_=tt_cl_t_14
nm0146150;Charene Cathleen;;;/name/nm0146150?ref_=tt_cl_t_17
nm0940971;Morgan Woodward;16/09/1925;Fort Worth, Texas, USA;/name/nm0940971?ref_=tt_cl_t_9
nm0036697;Lee Arnone-Briggs;;;/name/nm0036697?ref_=tt_cl_t_15
nm0316421;Ian Michael Giatti;27/04/1977;Los Angeles County, California, USA;/name/nm0316421?ref_=tt_cl_t_4
nm0117228;Shaun Bryant;;;/name/nm0117228?ref_=tt_cl_t_16
nm0398015;Margaret Howell;09/09/1947;Raleigh, North Carolina, USA;/name/nm0398015?ref_=tt_cl_t_13
nm0599837;Lee Montgomery;03/11/1961;Winnipeg, Manitoba, Canada;/name/nm0599837?ref_=tt_cl_t_7
nm0127679;Ceil Cabot;08/03/1927;Chicago, Illinois, USA;/name/nm0127679?ref_=tt_cl_t_14
nm0351225;Panchito Gómez;02/11/1963;New York City, New York, USA;/name/nm0351225?ref_=tt_cl_t_8
nm0765900;Catya Sassoon;03/09/1968;Manhattan, New York City, New York, USA;/name/nm0765900?ref_=tt_cl_t_10
