ID IMDB;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL
nm0143599;Johnny Cash;26/02/1932;Kingsland, Arkansas, USA;/name/nm0143599?ref_=tt_cl_t_15
nm1982510;Jenna Coleman;27/04/1986;Blackpool, England, UK;/name/nm1982510?ref_=tt_cl_t_18
nm0000276;Sean Astin;25/02/1971;Santa Monica, California, USA;/name/nm0000276?ref_=tt_cl_t_2
nm1684869;Troy Baker;01/04/1976;Dallas, Texas, USA;/name/nm1684869?ref_=tt_cl_t_7
nm1154161;Laura Bailey;28/05/1981;Biloxi, Mississippi, USA;/name/nm1154161?ref_=tt_cl_t_4
nm0048346;Colin Baker;08/06/1943;Waterloo, London, England, UK;/name/nm0048346?ref_=tt_cl_t_5
nm0089217;Orlando Bloom;13/01/1977;Canterbury, Kent, England, UK;/name/nm0089217?ref_=tt_cl_t_11
nm0169934;Mindy Cohn;20/05/1966;Los Angeles, California, USA;/name/nm0169934?ref_=tt_cl_t_17
nm0057882;John Barrowman;11/03/1967;Mount Vernon, Glasgow, Scotland, UK;/name/nm0057882?ref_=tt_cl_t_9
nm5262775;Aidy Bryant;07/05/1987;Phoenix, Arizona, USA;/name/nm5262775?ref_=tt_cl_t_4
nm5198446;Cecily Strong;08/02/1984;Springfield, Illinois, USA;/name/nm5198446?ref_=tt_cl_t_5
nm1293885;Bobby Moynihan;31/01/1977;Eastchester, New York, USA;/name/nm1293885?ref_=tt_cl_t_11
nm0352778;Bill Hader;07/06/1978;Tulsa, Oklahoma, USA;/name/nm0352778?ref_=tt_cl_t_17
nm0428656;Leslie Jones;07/09/1967;Memphis, Tennessee, USA;/name/nm0428656?ref_=tt_cl_t_15
nm3324982;Kyle Mooney;04/09/1984;San Diego, California, USA;/name/nm3324982?ref_=tt_cl_t_3
nm5803981;Alex Moffat;25/03/1982;Chicago, Illinois, USA;/name/nm5803981?ref_=tt_cl_t_18
nm0453115;Taran Killam;01/04/1982;Culver City, California, USA;/name/nm0453115?ref_=tt_cl_t_7
nm5906920;Heidi Gardner;27/07/1983;Kansas City, Missouri, USA;/name/nm5906920?ref_=tt_cl_t_12
nm3080722;Beck Bennett;;;/name/nm3080722?ref_=tt_cl_t_1
nm3982894;Jay Pharoah;14/10/1987;Chesapeake, Virginia, USA;/name/nm3982894?ref_=tt_cl_t_13
nm3550886;Sasheer Zamata;06/05/1986;Indianapolis, Indiana, USA;/name/nm3550886?ref_=tt_cl_t_10
nm0203457;Pete Davidson;16/11/1993;Staten Island, New York City, New York, USA;/name/nm0203457?ref_=tt_cl_t_9
nm5412083;Chris Redd;;;/name/nm5412083?ref_=tt_cl_t_14
nm3364779;Vanessa Bayer;14/11/1981;Cleveland, Ohio, USA;/name/nm3364779?ref_=tt_cl_t_8
nm0860380;Kenan Thompson;10/05/1978;Atlanta, Georgia, USA;/name/nm0860380?ref_=tt_cl_t_2
nm3830257;Melissa Villaseñor;09/10/1987;Whittier, California, USA;/name/nm3830257?ref_=tt_cl_t_16
nm0571952;Kate McKinnon;06/01/1984;Sea Cliff, New York, USA;/name/nm0571952?ref_=tt_cl_t_6
nm0145243;Aimée Castle;29/11/1978;Montréal, Québec, Canada;/name/nm0145243?ref_=tt_cl_t_9
nm1072611;JB Blanc;13/02/1969;Paris, France;/name/nm1072611?ref_=tt_cl_t_4
nm0016141;Carlos Alazraqui;20/07/1962;Yonkers, New York, USA;/name/nm0016141?ref_=tt_cl_t_1
nm3950075;Ashly Burch;19/06/1990;Phoenix, Arizona, USA;/name/nm3950075?ref_=tt_cl_t_7
nm0072829;John Eric Bentley;31/08/1969;;/name/nm0072829?ref_=tt_cl_t_3
nm0105876;Wendy Braun;05/04/1970;Northbrook, Illinois, USA;/name/nm0105876?ref_=tt_cl_t_6
nm0248074;Jake Eberle;;;/name/nm0248074?ref_=tt_cl_t_13
nm4114475;Hayden Byerly;11/10/2000;Lakewood, Colorado, USA;/name/nm4114475?ref_=tt_cl_t_8
nm0235006;D.C. Douglas;02/02/1966;Berkeley, California, USA;/name/nm0235006?ref_=tt_cl_t_12
nm6388519;Jackson Gann;;;/name/nm6388519?ref_=tt_cl_t_18
nm1584992;Keith Ferguson;26/02/1972;Los Angeles, California, USA;/name/nm1584992?ref_=tt_cl_t_15
nm0293342;Crispin Freeman;09/02/1972;Chicago, Illinois, USA;/name/nm0293342?ref_=tt_cl_t_16
nm1460733;David Boat;22/09/1959;Santa Clara County, California, USA;/name/nm1460733?ref_=tt_cl_t_5
nm1281932;Brian T. Delaney;17/11/1976;Philadelphia, Pennsylvania, USA;/name/nm1281932?ref_=tt_cl_t_10
nm0295597;Chris Fries;13/12/1968;Chicago, Illinois, USA;/name/nm0295597?ref_=tt_cl_t_17
nm0266422;Jimmy Fallon;19/09/1974;Brooklyn, New York City, New York, USA;/name/nm0266422?ref_=tt_cl_t_14
nm3538718;Nick Robinson;22/03/1995;Seattle, Washington, USA;/name/nm3538718?ref_=tt_cl_t_7
nm1944055;Lauren Lapkus;06/09/1985;Chicago, Illinois, USA;/name/nm1944055?ref_=tt_cl_t_11
nm0974575;Brian Tee;15/03/1977;Okinawa, Japan;/name/nm0974575?ref_=tt_cl_t_12
nm1468061;Eric Edelstein;23/04/1977;Patuxent River, Maryland, USA;/name/nm1468061?ref_=tt_cl_t_15
nm0339460;Judy Greer;20/07/1975;Detroit, Michigan, USA;/name/nm0339460?ref_=tt_cl_t_4
nm2692146;Katie McGrath;1983-0-0;Ashford, County Wicklow, Ireland;/name/nm2692146?ref_=tt_cl_t_13
nm2159926;Jake Johnson;28/05/1978;Evanston, Illinois, USA;/name/nm2159926?ref_=tt_cl_t_8
nm0451234;Irrfan Khan;07/01/1967;Jaipur, Rajasthan, India;/name/nm0451234?ref_=tt_cl_t_5
nm1339223;Ty Simpkins;06/08/2001;New York City, New York, USA;/name/nm1339223?ref_=tt_cl_t_3
nm3083875;Courtney James Clark;;;/name/nm3083875?ref_=tt_cl_t_16
nm4253352;Colby Boothman;04/07/1992;Boston, Massachusetts, USA;/name/nm4253352?ref_=tt_cl_t_17
nm2952467;Andy Buckley;13/02/1965;Salem, Massachusetts, USA;/name/nm2952467?ref_=tt_cl_t_14
nm0641389;Jim O'Heir;04/02/1962;Chicago, Illinois, USA;/name/nm0641389?ref_=tt_cl_t_2
nm0429069;Rashida Jones;25/02/1976;Los Angeles, California, USA;/name/nm0429069?ref_=tt_cl_t_8
nm0321835;Jon Glaser;20/06/1968;Chicago, Illinois, USA;/name/nm0321835?ref_=tt_cl_t_16
nm0773973;Paul Schneider;16/03/1976;Asheville, North Carolina, USA;/name/nm0773973?ref_=tt_cl_t_12
nm0338783;James Greene;01/12/1926;Lawrence, Massachusetts, USA;/name/nm0338783?ref_=tt_cl_t_18
nm2106637;Aziz Ansari;23/02/1983;Columbia, South Carolina, USA;/name/nm2106637?ref_=tt_cl_t_6
nm0688132;Amy Poehler;16/09/1971;Burlington, Massachusetts, USA;/name/nm0688132?ref_=tt_cl_t_1
nm3085284;Jay Jackson;;;/name/nm3085284?ref_=tt_cl_t_11
nm2201555;Aubrey Plaza;26/06/1984;Wilmington, Delaware, USA;/name/nm2201555?ref_=tt_cl_t_5
nm0004395;Adam Scott;03/04/1973;Santa Cruz, California, USA;/name/nm0004395?ref_=tt_cl_t_9
nm0172558;Mo Collins;07/07/1965;Minneapolis, Minnesota, USA;/name/nm0172558?ref_=tt_cl_t_14
nm2813994;Billy Eichner;18/09/1978;New York City, New York, USA;/name/nm2813994?ref_=tt_cl_t_17
nm0000507;Rob Lowe;17/03/1964;Charlottesville, Virginia, USA;/name/nm0000507?ref_=tt_cl_t_10
nm1645286;Yvans Jourdain;;;/name/nm1645286?ref_=tt_cl_t_15
nm0802876;Retta;12/04/1970;Newark, New Jersey, USA;/name/nm0802876?ref_=tt_cl_t_7
nm0000335;Glenn Close;19/03/1947;Greenwich, Connecticut, USA;/name/nm0000335?ref_=tt_cl_t_11
nm0784818;Peter Serafinowicz;10/07/1972;Liverpool, England, UK;/name/nm0784818?ref_=tt_cl_t_15
nm5395388;Krystian Godlewski;;;/name/nm5395388?ref_=tt_cl_t_17
nm0265457;Christopher Fairbank;04/10/1953;Hertfordshire, England, UK;/name/nm0265457?ref_=tt_cl_t_16
nm1195855;Lee Pace;25/03/1979;Chickasha, Oklahoma, USA;/name/nm1195855?ref_=tt_cl_t_6
nm5200476;Wyatt Oleff;13/07/2003;Chicago, Illinois, USA;/name/nm5200476?ref_=tt_cl_t_18
nm0005023;Djimon Hounsou;24/04/1964;Cotonou, Benin;/name/nm0005023?ref_=tt_cl_t_9
nm0000604;John C. Reilly;24/05/1965;Chicago, Illinois, USA;/name/nm0000604?ref_=tt_cl_t_10
nm1911947;Craig Berry;;;/name/nm1911947?ref_=tt_cl_t_5
nm3025399;Todd Hansen;21/12/1987;Mountain View, California, USA;/name/nm3025399?ref_=tt_cl_t_15
nm0123262;David Burrows;;;/name/nm0123262?ref_=tt_cl_t_7
nm0000151;Morgan Freeman;01/06/1937;Memphis, Tennessee, USA;/name/nm0000151?ref_=tt_cl_t_14
nm5322950;Amanda Farinos;;;/name/nm5322950?ref_=tt_cl_t_10
nm0287182;Will Forte;17/06/1970;Alameda County, California, USA;/name/nm0287182?ref_=tt_cl_t_12
nm0000355;Anthony Daniels;21/02/1946;Salisbury, Wiltshire, England, UK;/name/nm0000355?ref_=tt_cl_t_8
nm2002649;Dave Franco;12/06/1985;Palo Alto, California, USA;/name/nm2002649?ref_=tt_cl_t_13
nm2094090;Mike O'Connell;;;/name/nm2094090?ref_=tt_cl_t_13
nm0000279;Hank Azaria;25/04/1964;Queens, New York City, New York, USA;/name/nm0000279?ref_=tt_cl_t_1
nm0001475;John Lithgow;19/10/1945;Rochester, New York, USA;/name/nm0001475?ref_=tt_cl_t_11
nm0005405;Seann William Scott;03/10/1976;Cottage Grove, Minnesota, USA;/name/nm0005405?ref_=tt_cl_t_16
nm3529685;Kumail Nanjiani;;;/name/nm3529685?ref_=tt_cl_t_12
nm0051469;Maria Bamford;03/09/1970;Port Hueneme, California, USA;/name/nm0051469?ref_=tt_cl_t_2
nm1632536;Dana DeLorenzo;01/01/1983;Youngstown, Ohio, USA;/name/nm1632536?ref_=tt_cl_t_5
nm0505664;Matt Levin;12/04/1972;Los Angeles, California, USA;/name/nm0505664?ref_=tt_cl_t_10
nm0002064;Giancarlo Esposito;26/04/1958;Copenhagen, Denmark;/name/nm0002064?ref_=tt_cl_t_6
nm1115741;Lance Barber;29/06/1973;Battle Creek, Michigan, United States;/name/nm1115741?ref_=tt_cl_t_4
nm1063517;Kathryn Hahn;23/07/1973;Westchester, Illinois, USA;/name/nm1063517?ref_=tt_cl_t_8
nm1802209;Nick Kroll;05/06/1978;New York City, New York, USA;/name/nm1802209?ref_=tt_cl_t_9
nm4305453;Ed Flynn;;;/name/nm4305453?ref_=tt_cl_t_7
nm3875284;Dave Patten;12/03/1988;Philadelphia, Pennsylvania, USA;/name/nm3875284?ref_=tt_cl_t_8
nm1429380;Britt Robertson;18/04/1990;Charlotte, North Carolina, USA;/name/nm1429380?ref_=tt_cl_t_10
nm4814002;Derrick Arthur;;;/name/nm4814002?ref_=tt_cl_t_15
nm1549325;Leslie Ann Glossner;;;/name/nm1549325?ref_=tt_cl_t_14
nm1130627;Cobie Smulders;03/04/1982;Vancouver, British Columbia, Canada;/name/nm1130627?ref_=tt_cl_t_3
nm1540620;Michael Oberholtzer;;;/name/nm1540620?ref_=tt_cl_t_16
nm1790970;Jessica Williams;31/07/1989;California, USA;/name/nm1790970?ref_=tt_cl_t_13
nm0000681;Vince Vaughn;28/03/1970;Minneapolis, Minnesota, USA;/name/nm0000681?ref_=tt_cl_t_1
nm2930503;Jack Reynor;23/01/1992;Longmont, Colorado, USA;/name/nm2930503?ref_=tt_cl_t_4
nm0089782;Andrzej Blumenfeld;12/08/1951;Zabrze, Slaskie, Poland;/name/nm0089782?ref_=tt_cl_t_5
nm5470445;Amos VanderPoel;;;/name/nm5470445?ref_=tt_cl_t_11
nm2842384;Sébastien René;;;/name/nm2842384?ref_=tt_cl_t_17
nm4568989;Matthew Daddario;01/10/1987;New York City, New York, USA;/name/nm4568989?ref_=tt_cl_t_12
nm2334250;Adam Chanler-Berat;31/12/1986;West Nyack, New York, USA;/name/nm2334250?ref_=tt_cl_t_9
nm5510692;Kevin Hopkins;;;/name/nm5510692?ref_=tt_cl_t_18
nm0216342;Simon Delaney;02/09/1970;Dublin, Ireland;/name/nm0216342?ref_=tt_cl_t_6
nm0010736;Amy Adams;20/08/1974;Vicenza, Veneto, Italy;/name/nm0010736?ref_=tt_cl_t_2
nm1842419;Lynn Adrianna Freedman;11/08/1979;New York City, New York, USA;/name/nm1842419?ref_=tt_cl_t_5
nm6130316;Guy Lewis;;;/name/nm6130316?ref_=tt_cl_t_18
nm6130315;David Azar;;;/name/nm6130315?ref_=tt_cl_t_17
nm0504762;Matt Letscher;26/06/1970;Grosse Pointe, Michigan, USA;/name/nm0504762?ref_=tt_cl_t_14
nm6130314;May Lindstrom;;;/name/nm6130314?ref_=tt_cl_t_10
nm1913734;Rooney Mara;17/04/1985;Bedford, New York, USA;/name/nm1913734?ref_=tt_cl_t_4
nm0686014;Lisa Renee Pitts;;;/name/nm0686014?ref_=tt_cl_t_6
nm0005069;Spike Jonze;22/10/1969;Rockville, Maryland, USA;/name/nm0005069?ref_=tt_cl_t_15
nm2995162;Artt Butler;13/10/1969;Los Angeles County, California, USA;/name/nm2995162?ref_=tt_cl_t_9
nm2415610;Gabe Gomez;28/07/1977;Hemet, California, USA;/name/nm2415610?ref_=tt_cl_t_7
nm0424647;Brian Johnson;;;/name/nm0424647?ref_=tt_cl_t_13
nm1312575;Olivia Wilde;10/03/1984;New York City, New York, USA;/name/nm1312575?ref_=tt_cl_t_16
nm0001618;Joaquin Phoenix;28/10/1974;San Juan, Puerto Rico;/name/nm0001618?ref_=tt_cl_t_1
nm1325419;Kristen Wiig;22/08/1973;Canandaigua, New York, USA;/name/nm1325419?ref_=tt_cl_t_12
nm0734442;James Roday Rodriguez;04/04/1976;San Antonio, Texas, USA;/name/nm0734442?ref_=tt_cl_t_3
nm3078263;Ryan Sickler;;;/name/nm3078263?ref_=tt_cl_t_4
nm0298281;Kurt Fuller;16/09/1953;San Francisco, California, USA;/name/nm0298281?ref_=tt_cl_t_1
nm0001427;Greg Kinnear;17/06/1963;Logansport, Indiana, USA;/name/nm0001427?ref_=tt_cl_t_6
nm0000701;Kate Winslet;05/10/1975;Reading, Berkshire, England, UK;/name/nm0000701?ref_=tt_cl_t_14
nm0278234;Katie Finneran;22/01/1971;Chicago, Illinois, USA;/name/nm0278234?ref_=tt_cl_t_16
nm0000630;Liev Schreiber;04/10/1967;San Francisco, California, USA;/name/nm0000630?ref_=tt_cl_t_4
nm0580351;Stephen Merchant;24/11/1974;Bristol, England, UK;/name/nm0580351?ref_=tt_cl_t_2
nm1230874;Odessa Rae;;;/name/nm1230874?ref_=tt_cl_t_10
nm2415313;Rocky Russo;;;/name/nm2415313?ref_=tt_cl_t_18
nm0000598;Dennis Quaid;09/04/1954;Houston, Texas, USA;/name/nm0000598?ref_=tt_cl_t_5
nm1297015;Emma Stone;06/11/1988;Scottsdale, Arizona, USA;/name/nm1297015?ref_=tt_cl_t_1
nm0996669;Common;13/03/1972;Chicago, Illinois, USA;/name/nm0996669?ref_=tt_cl_t_7
nm0420963;Roy Jenkins;;;/name/nm0420963?ref_=tt_cl_t_17
nm0000152;Richard Gere;31/08/1949;Philadelphia, Pennsylvania, USA;/name/nm0000152?ref_=tt_cl_t_3
nm2655183;Mike Meldman;30/12/1958;Milwaukee, Wisconsin, USA;/name/nm2655183?ref_=tt_cl_t_12
nm0163267;Julie Claire;;;/name/nm0163267?ref_=tt_cl_t_15
nm1470683;Charlie Saxton;;;/name/nm1470683?ref_=tt_cl_t_8
nm0532235;Seth MacFarlane;26/10/1973;Kent, Connecticut, USA;/name/nm0532235?ref_=tt_cl_t_11
nm0413168;Hugh Jackman;12/10/1968;Sydney, New South Wales, Australia;/name/nm0413168?ref_=tt_cl_t_13
nm1029263;Nabil Elouahabi;06/02/1975;England, UK;/name/nm1029263?ref_=tt_cl_t_14
nm0000383;Jennifer Ehle;29/12/1969;Winston-Salem, North Carolina, USA;/name/nm0000383?ref_=tt_cl_t_8
nm0249291;Joel Edgerton;23/06/1974;Blacktown, New South Wales, Australia;/name/nm0249291?ref_=tt_cl_t_2
nm0008787;Simon Abkarian;05/03/1962;Gonesse, Val-d'Oise, France;/name/nm0008787?ref_=tt_cl_t_16
nm0834989;Jeremy Strong;25/12/1978;Boston, Massachusetts, USA;/name/nm0834989?ref_=tt_cl_t_10
nm4594320;Wahab Sheikh;;;/name/nm4594320?ref_=tt_cl_t_12
nm3043480;Aymen Hamdouchi;14/09/1985;;/name/nm3043480?ref_=tt_cl_t_15
nm0151419;Kyle Chandler;17/09/1965;Buffalo, New York, USA;/name/nm0151419?ref_=tt_cl_t_7
nm3024530;Reda Kateb;22/07/1977;Paris, France;/name/nm3024530?ref_=tt_cl_t_6
nm0164809;Jason Clarke;17/07/1969;Winton, Queensland, Australia;/name/nm0164809?ref_=tt_cl_t_5
nm1567113;Jessica Chastain;24/03/1977;Sacramento, California, USA;/name/nm1567113?ref_=tt_cl_t_1
nm2849874;J.J. Kandel;;;/name/nm2849874?ref_=tt_cl_t_11
nm0992562;Alexander Karim;26/05/1976;Helsingborg, Skåne län, Sweden;/name/nm0992562?ref_=tt_cl_t_13
nm0674782;Harold Perrineau;07/08/1963;Brooklyn, New York, USA;/name/nm0674782?ref_=tt_cl_t_9
nm3545569;Ali Marhyar;;;/name/nm3545569?ref_=tt_cl_t_17
nm4554036;Parker Sawyers;24/05/1983;Indianapolis, Indiana, USA;/name/nm4554036?ref_=tt_cl_t_18
nm0835016;Mark Strong;05/08/1963;Islington, London, England, UK;/name/nm0835016?ref_=tt_cl_t_4
nm6234459;Jorga Caye;17/12/1948;Upland, California, USA;/name/nm6234459?ref_=tt_cl_t_12
nm1104505;Murray Miller;02/12/1976;California, USA;/name/nm1104505?ref_=tt_cl_t_17
nm0344190;Eileen Grubba;;;/name/nm0344190?ref_=tt_cl_t_18
nm0424848;Dakota Johnson;04/10/1989;Austin, Texas, USA;/name/nm0424848?ref_=tt_cl_t_12
nm1289434;Emily Blunt;23/02/1983;Roehampton, London, England, UK;/name/nm1289434?ref_=tt_cl_t_2
nm1017348;Lauren Weedman;05/03/1969;Seattle, Washington, USA;/name/nm1017348?ref_=tt_cl_t_5
nm2635230;Eric Scott Cooper;;;/name/nm2635230?ref_=tt_cl_t_11
nm0139732;Jane Carr;13/08/1950;Loughton, Essex, England, UK;/name/nm0139732?ref_=tt_cl_t_13
nm0001601;David Paymer;30/08/1954;Oceanside, Long Island, New York, USA;/name/nm0001601?ref_=tt_cl_t_7
nm0781981;Jason Segel;18/01/1980;Los Angeles, California, USA;/name/nm0781981?ref_=tt_cl_t_1
nm0820527;Clement von Franckenstein;28/05/1944;Sunninghill, Buckingham, England, UK;/name/nm0820527?ref_=tt_cl_t_14
nm1185528;Madge Levinson;14/04/1924;Beaver Falls, Pennsylvania, USA;/name/nm1185528?ref_=tt_cl_t_16
nm0968405;Adam Campbell;19/08/1980;Bath, Somerset, England, UK;/name/nm0968405?ref_=tt_cl_t_10
nm0258117;Michael Ensign;13/02/1944;Safford, Arizona, USA;/name/nm0258117?ref_=tt_cl_t_15
nm0682063;Jim Piddock;08/04/1956;Rochester, Kent, England, UK;/name/nm0682063?ref_=tt_cl_t_9
nm0915865;Jacki Weaver;25/05/1947;Sydney, New South Wales, Australia;/name/nm0915865?ref_=tt_cl_t_8
nm1959860;Thomas Morley;;;/name/nm1959860?ref_=tt_cl_t_2
nm4687747;Michael Bender;;;/name/nm4687747?ref_=tt_cl_t_3
nm3009007;Sean Thompson;;;/name/nm3009007?ref_=tt_cl_t_4
nm3900702;Jacquelyn Doucette;;;/name/nm3900702?ref_=tt_cl_t_12
nm4034541;Jason Bowen;;;/name/nm4034541?ref_=tt_cl_t_17
nm0000893;Ed Begley Jr.;16/09/1949;Los Angeles, California, USA;/name/nm0000893?ref_=tt_cl_t_5
nm0310966;Ari Graynor;27/04/1983;Boston, Massachusetts, USA;/name/nm0310966?ref_=tt_cl_t_3
nm1659570;Danielle Perry;30/12/1976;Dorchester, Massachusetts, USA;/name/nm1659570?ref_=tt_cl_t_18
nm0416932;Sondra James;13/03/1939;New York City, New York, USA;/name/nm0416932?ref_=tt_cl_t_15
nm0570364;Joel McHale;20/11/1971;Rome, Lazio, Italy;/name/nm0570364?ref_=tt_cl_t_11
nm0704270;Zachary Quinto;02/06/1977;Pittsburgh, Pennsylvania, USA;/name/nm0704270?ref_=tt_cl_t_16
nm1564377;Kate Simses;29/08/1979;;/name/nm1564377?ref_=tt_cl_t_9
nm0122688;Heather Burns;07/04/1975;Chicago, Illinois, USA;/name/nm0122688?ref_=tt_cl_t_7
nm1754366;Tika Sumpter;20/06/1980;Queens, New York, USA;/name/nm1754366?ref_=tt_cl_t_10
nm2255288;Eliza Coupe;06/04/1981;Plymouth, New Hampshire, USA;/name/nm2255288?ref_=tt_cl_t_8
nm0001100;Blythe Danner;03/02/1943;Philadelphia, Pennsylvania, USA;/name/nm0001100?ref_=tt_cl_t_4
nm2719825;Oliver Jackson-Cohen;24/10/1986;Westminster, London, England, UK;/name/nm2719825?ref_=tt_cl_t_6
nm2185141;Denise Vasi;01/03/1983;New York City, New York, USA;/name/nm2185141?ref_=tt_cl_t_14
nm1214657;Nick Zano;08/03/1978;Nutley, New Jersey, USA;/name/nm1214657?ref_=tt_cl_t_17
nm2187603;Scott Porter;14/07/1979;Omaha, Nebraska, USA;/name/nm2187603?ref_=tt_cl_t_11
nm1564087;Jenna Dewan;03/12/1980;Hartford, Connecticut, USA;/name/nm1564087?ref_=tt_cl_t_4
nm1310016;Brian Geraghty;13/05/1975;Toms River, New Jersey, USA;/name/nm1310016?ref_=tt_cl_t_14
nm0631612;Eiko Nijo;;;/name/nm0631612?ref_=tt_cl_t_12
nm0634728;Kelly Noonan;25/03/1979;Los Angeles, California, USA;/name/nm0634728?ref_=tt_cl_t_16
nm1256275;Mike Miller;04/01/1949;Phillips, Texas, USA;/name/nm1256275?ref_=tt_cl_t_13
nm5257756;Lily Lumpkin;;;/name/nm5257756?ref_=tt_cl_t_10
nm5256345;Daniel Scott Lumpkin Jr.;;;/name/nm5256345?ref_=tt_cl_t_9
nm0519043;Justin Long;02/06/1978;Fairfield, Connecticut, USA;/name/nm0519043?ref_=tt_cl_t_5
nm1540404;Max Minghella;16/09/1985;Hampstead, London, England, UK;/name/nm1540404?ref_=tt_cl_t_6
nm2367549;Isaac Kappy;17/02/1977;Albuquerque, New Mexico, USA;/name/nm2367549?ref_=tt_cl_t_18
nm0206257;Rosario Dawson;09/05/1979;New York City, New York, USA;/name/nm0206257?ref_=tt_cl_t_2
nm1209966;Oscar Isaac;09/03/1979;Guatemala City, Guatemala;/name/nm1209966?ref_=tt_cl_t_7
nm4021123;Nick Porrazzo;;;/name/nm4021123?ref_=tt_cl_t_16
nm0000450;Philip Seymour Hoffman;23/07/1967;Fairport, New York, USA;/name/nm0000450?ref_=tt_cl_t_4
nm0421116;Brent Jennings;13/04/1951;Little Rock, Arkansas, USA;/name/nm0421116?ref_=tt_cl_t_8
nm0397124;Arliss Howard;18/10/1954;Independence, Missouri, USA;/name/nm0397124?ref_=tt_cl_t_18
nm0000705;Robin Wright;08/04/1966;Dallas, Texas, USA;/name/nm0000705?ref_=tt_cl_t_2
nm0000093;Brad Pitt;18/12/1963;Shawnee, Oklahoma, USA;/name/nm0000093?ref_=tt_cl_t_1
nm0569079;Jack McGee;02/02/1949;The Bronx, New York City, New York, USA;/name/nm0569079?ref_=tt_cl_t_11
nm0749490;Vyto Ruginis;17/04/1956;Wolverhampton, England, UK;/name/nm0749490?ref_=tt_cl_t_12
nm0087109;Tammy Blanchard;14/12/1976;Bayonne, New Jersey, USA;/name/nm0087109?ref_=tt_cl_t_10
nm0607703;Glenn Morshower;24/04/1959;Dallas, Texas, USA;/name/nm0607703?ref_=tt_cl_t_14
nm4000166;Casey Bond;;;/name/nm4000166?ref_=tt_cl_t_15
nm1748388;Kerris Dorsey;09/01/1998;Los Angeles, California, USA;/name/nm1748388?ref_=tt_cl_t_17
nm0780678;Nick Searcy;07/03/1959;Cullowhee, North Carolina, USA;/name/nm0780678?ref_=tt_cl_t_13
nm0575850;Ken Medlock;;;/name/nm0575850?ref_=tt_cl_t_9
nm0224703;Reed Diamond;20/07/1967;New York City, New York, USA;/name/nm0224703?ref_=tt_cl_t_7
nm1312566;Kari Wahlgren;13/07/1977;Hoisington, Kansas, USA;/name/nm1312566?ref_=tt_cl_t_14
nm0689168;Alexander Polinsky;07/10/1974;San Francisco, California, USA;/name/nm0689168?ref_=tt_cl_t_13
nm0523180;Yuri Lowenthal;05/03/1971;Alliance, Ohio, USA;/name/nm0523180?ref_=tt_cl_t_1
nm0776239;Dwight Schultz;24/11/1947;Baltimore, Maryland, USA;/name/nm0776239?ref_=tt_cl_t_16
nm0224007;John DiMaggio;04/09/1968;North Plainfield, New Jersey, USA;/name/nm0224007?ref_=tt_cl_t_5
nm0996651;Greg Cipes;04/01/1980;Coral Springs, Florida, USA;/name/nm0996651?ref_=tt_cl_t_4
nm0564724;David McCallum;19/09/1933;Glasgow, Scotland, UK;/name/nm0564724?ref_=tt_cl_t_17
nm0048389;Dee Bradley Baker;31/08/1962;Bloomington, Indiana, USA;/name/nm0048389?ref_=tt_cl_t_3
nm2275975;Vyvan Pham;16/11/1978;;/name/nm2275975?ref_=tt_cl_t_6
nm0001664;James Remar;31/12/1953;Boston, Massachusetts, USA;/name/nm0001664?ref_=tt_cl_t_12
nm0071818;Jeff Bennett;02/10/1962;Houston, Texas, USA;/name/nm0071818?ref_=tt_cl_t_7
nm0000696;Wil Wheaton;29/07/1972;Burbank, California, USA;/name/nm0000696?ref_=tt_cl_t_15
nm0484460;Juliet Landau;30/03/1965;Los Angeles, California, USA;/name/nm0484460?ref_=tt_cl_t_10
nm0251646;Paul Eiding;28/03/1957;Cleveland, Ohio, USA;/name/nm0251646?ref_=tt_cl_t_8
nm0667326;Rob Paulsen;11/03/1956;Detroit, Michigan, USA;/name/nm0667326?ref_=tt_cl_t_18
nm0719115;Peter Renaday;09/06/1935;Louisiana, USA;/name/nm0719115?ref_=tt_cl_t_9
nm0579914;Scott Menville;12/02/1971;Malibu, California, USA;/name/nm0579914?ref_=tt_cl_t_11
nm0424534;Ashley Johnson;09/08/1983;Camarillo, California, USA;/name/nm0424534?ref_=tt_cl_t_2
nm2036142;Nathalie Kelley;05/10/1984;Lima, Peru;/name/nm2036142?ref_=tt_cl_t_17
nm1954240;Teresa Palmer;26/02/1986;Adelaide, South Australia, Australia;/name/nm1954240?ref_=tt_cl_t_4
nm1336595;Demetri Martin;25/05/1973;New York City, New York, USA;/name/nm1336595?ref_=tt_cl_t_10
nm0000299;Michael Biehn;31/07/1956;Anniston, Alabama, USA;/name/nm0000299?ref_=tt_cl_t_6
nm0085438;Michael Ian Black;12/08/1971;Chicago, Illinois, USA;/name/nm0085438?ref_=tt_cl_t_11
nm0019860;Wade Allain-Marcus;;;/name/nm0019860?ref_=tt_cl_t_18
nm0004904;Angie Everhart;07/09/1969;Akron, Ohio, USA;/name/nm0004904?ref_=tt_cl_t_13
nm0333410;Topher Grace;12/07/1978;New York City, New York, USA;/name/nm0333410?ref_=tt_cl_t_1
nm0472308;Candace Kroslak;22/07/1978;Chicago, Illinois, USA;/name/nm0472308?ref_=tt_cl_t_16
