ID IMDB;NOM;ANNEE;RATING;URL;LIEU TOURNAGE;GENRES;LANGUE;RESUME;PAYS;
tt2883512;Chef;2014;7.3;/title/tt2883512/?ref_=nm_flmg_t_11_act; USA, Louisiana,French Quarter  New Orleans;Adventure,Comedy,Drama;English;A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.;United States
tt1300854;Iron Man 3;2013;7.1;/title/tt1300854/?ref_=nm_flmg_t_12_act; USA, North Carolina,Kenansville;Action,Adventure,Sci-Fi;English;When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.;United States
tt0848228;Avengers;2012;8.0;/title/tt0848228/?ref_=nm_flmg_t_13_act; USA, Ohio,East 9th St  Cleveland;Action,Sci-Fi;English;Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.;United States
tt1515091;Sherlock Holmes: Jeu d'ombres;2011;7.4;/title/tt1515091/?ref_=nm_flmg_t_14_act; Switzerland, Kanton Luzern,Triengen;Action,Adventure,Mystery;English;Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.;United States
tt1231583;Date limite;2010;6.5;/title/tt1231583/?ref_=nm_flmg_t_15_act; USA, New Mexico,Las Cruces;Comedy,Drama;English;High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.;United States
tt8531222;Dave (aka Lil Dicky);2023;8.3;/title/tt8531222/?ref_=nm_flmg_t_1_act;;Comedy,Music;English;A neurotic, mid-20s suburbanite, is convinced he's destined to be one of the greatest rappers of all time. Now, he just has to prove it to everyone else.;United States
tt10640346;Babylon;2022;7.1;/title/tt10640346/?ref_=nm_flmg_t_2_act; USA, California,Santa Clarita;Comedy,Drama,History;English;A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.;United States
tt12593682;Bullet Train;2022;7.3;/title/tt12593682/?ref_=nm_flmg_t_3_act; Japan,Tokyo,;Action,Comedy,Thriller;English;Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.;Japan
tt13320622;Le Secret de la cité perdue;2022;6.1;/title/tt13320622/?ref_=nm_flmg_t_4_act; Dominican Republic,Samana,;Action,Adventure,Comedy;English;A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.;United States
tt14067406;Fast Times at Ridgemont High Table Read;2020;7.0;/title/tt14067406/?ref_=nm_flmg_t_5_act;;Comedy;English;Three guys set out on an adventure that will change their lives. Peter is depressed, Joe is sad and Thor is the one managing their emotions.;United States
tt2935510;Ad Astra;2019;6.5;/title/tt2935510/?ref_=nm_flmg_t_6_act; USA, California,Dumont Dunes;Adventure,Drama,Mystery;English;Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.;United States
tt5463162;Deadpool 2;2018;7.6;/title/tt5463162/?ref_=nm_flmg_t_8_act; Canada, British Columbia, Riverview Hospital  Coquitlam;Action,Adventure,Comedy;English;Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.;United States
tt4758646;War Machine;2017;6.0;/title/tt4758646/?ref_=nm_flmg_t_9_act; United Arab Emirates,Abu Dhabi,;Comedy,Drama,War;English;An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.;United States
tt3640424;Alliés;2016;7.1;/title/tt3640424/?ref_=nm_flmg_t_10_act; Spain, Canary Islands,Parque Natural de Corralejo  Fuerteventura;Action,Drama,Romance;English;In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.;United Kingdom
tt6024606;Voyage of Time: The IMAX Experience;2016;7.0;/title/tt6024606/?ref_=nm_flmg_t_11_act;;Documentary,Animation;English;This documentary examines the origins of the universe, including the beginning of life on Earth.;United States
tt1596363;The Big Short: Le casse du siècle;2015;7.8;/title/tt1596363/?ref_=nm_flmg_t_12_act; USA, Louisiana,New Orleans;Biography,Comedy,Drama;English;In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.;United States
tt3707106;Vue sur mer;2015;5.3;/title/tt3707106/?ref_=nm_flmg_t_13_act; Malta,Gozo Island,;Drama,Romance;English;A couple tries to repair their marriage while staying at a hotel in France.;France
tt2713180;Fury;2014;7.6;/title/tt2713180/?ref_=nm_flmg_t_15_act; UK, England,Oxfordshire;Action,Drama,War;English;A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.;United States
tt27704325;Hors-saison;2023;6.4;/title/tt27704325/?ref_=nm_flmg_t_1_act; France, Morbihan,Quiberon;Drama;French;Mathieu lives in Paris, Alice in a small balnearic town. They have a short affair, and then each one follows their own path. To wash his melancholy, Mathieu goes to a thalasso, where by chance founds Alice.;France
